REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q47_PERSON_SERIAL_NO,Q47_WHY_NOT_FORMAL_TRAINING,Q48_ENGEGED_WORK,Q49_MAIN_ACTIVITY_PERFORMED,Q50_PREVIOUS_EMPLOYMENT
12,2012,05,1,91,014,07,1,077,04,1,2,    , 
12,2012,05,2,91,016,04,1,004,02,2,2,    , 
12,2012,05,2,91,016,10,1,010,03,2,2,    , 
12,2012,05,2,91,017,01,1,091,03,3,1,7436,1
12,2012,05,3,91,018,02,1,062,04, ,2,    , 
12,2012,05,3,91,018,09,1,069,02,2,2,    , 
12,2012,05,2,91,020,02,1,102,03,1,2,    , 
12,2012,05,2,91,020,08,1,108,03,1,2,    , 
12,2012,06,2,91,026,09,1,049,03, ,2,    , 
12,2012,06,2,91,026,09,1,049,05,4,2,    , 
12,2012,06,2,91,027,06,1,036,03,6,2,    , 
12,2012,06,3,91,029,07,1,027,03,3,2,    , 
12,2012,06,2,91,031,01,1,071,02,1,2,    , 
12,2012,07,2,91,038,01,1,051,03,6,2,    , 
12,2012,07,2,91,038,02,1,052,04,1,2,    , 
12,2012,07,3,91,039,03,1,064,03,1,2,    , 
12,2012,07,2,91,041,01,1,082,03, ,2,    , 
12,2012,08,2,91,047,01,1,061,03,1,2,    , 
12,2012,08,3,91,049,07,1,027,01,2,1,9211,1
12,2012,08,2,91,050,03,1,103,03, ,2,    , 
12,2012,08,2,91,050,10,1,110,04,1,2,    , 
12,2012,08,2,91,051,07,1,037,03,3,2,    , 
12,2012,09,2,91,058,08,1,078,03,1,2,    , 
12,2012,09,2,91,059,10,1,090,02,1,1,5220,1
12,2012,09,2,91,060,05,1,005,01,1,1,7436,1
12,2012,09,2,91,060,09,1,009,01,1,1,5141,1
12,2012,09,2,91,063,04,1,044,02,3,2,    , 
12,2012,10,2,91,066,06,1,087,03,9,1,7436,1
12,2012,10,2,91,066,07,1,088,04,1,2,    , 
12,2012,10,2,91,068,02,1,073,05,2,1,7436,1
12,2012,10,2,91,068,04,1,075,04,2,2,    , 
12,2012,10,2,91,068,04,1,075,05, ,2,    , 
12,2012,10,2,91,068,09,1,080,05,2,2,    , 
12,2012,10,2,91,072,04,1,045,03,6,2,    , 
12,2012,10,2,91,073,03,1,094,03, ,2,    , 
12,2012,10,2,91,076,01,1,052,03,1,2,    , 
12,2012,10,2,91,076,05,1,056,01,1,2,    , 
12,2012,11,1,91,080,08,1,068,01,9,1,3439,2
12,2012,11,1,91,080,09,1,069,01,1,2,    , 
12,2012,11,2,91,081,02,1,092,04,2,2,    , 
12,2012,11,3,91,084,04,1,034,03,3,2,    , 
12,2012,11,3,91,084,07,1,037,03,4,2,    , 
12,2012,11,2,91,085,01,1,001,03,2,1,9312,1
12,2012,11,2,91,085,01,1,001,04,2,2,    , 
12,2012,12,2,91,089,04,1,071,03, ,2,    , 
12,2012,12,2,91,090,10,1,020,05, ,2,    , 
12,2012,12,2,91,093,01,1,031,02, ,1,8323,1
12,2012,04,2,92,002,01,1,062,02,3,1,9211,1
12,2012,04,2,92,009,10,1,091,03,1,2,    , 
12,2012,05,2,92,011,05,1,046,03, ,1,1210,3
12,2012,05,2,92,013,06,1,016,03,4,2,    , 
12,2012,05,2,92,013,06,1,016,04,2,2,    , 
12,2012,05,2,92,018,04,1,024,03,3,1,7129,1
12,2012,05,2,92,018,10,1,030,02,4,2,    , 
12,2012,06,2,92,021,02,1,012,03, ,2,    , 
12,2012,06,2,92,021,06,1,016,02,1,2,    , 
12,2012,06,2,92,025,01,1,021,03,9,2,    , 
12,2012,07,2,92,035,07,1,077,02,1,2,    , 
12,2012,07,2,92,036,03,1,083,03,3,2,    , 
12,2012,08,2,92,038,08,1,028,03, ,2,    , 
12,2012,08,2,92,038,08,1,028,04, ,2,    , 
12,2012,08,2,92,041,01,1,031,03,9,2,    , 
12,2012,09,2,92,047,04,1,074,03, ,2,    , 
12,2012,09,2,92,047,07,1,077,04,2,1,5220,1
12,2012,09,2,92,051,03,1,023,02,4,2,    , 
12,2012,10,2,92,055,03,1,003,03,6,2,    , 
12,2012,10,1,92,057,10,1,020,03, ,2,    , 
12,2012,10,2,92,060,04,1,044,03, ,1,7433,1
12,2012,10,2,92,060,04,1,044,04, ,2,    , 
12,2012,10,2,92,060,04,1,044,05,9,2,    , 
12,2012,11,2,92,069,10,1,060,02,9,1,8324,1
12,2012,12,2,92,073,06,1,006,02,9,2,    , 
12,2012,12,2,92,081,05,1,075,06,2,2,    , 
