REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q27SERNO,Q27,Q28,Q29,Q30,Q31,Q32,Q33
07,2013,10,2,13,10,098,02,1,012,01,3, , , , , ,2
07,2013,10,2,13,10,098,08,1,018,01,3, , , , , ,2
07,2013,10,2,13,09,097,03,1,063,01,1,2,2,2,2,3,2
07,2013,10,2,33,09,077,01,1,001,01,1,2,2,2,2,3,2
07,2013,10,2,33,09,077,02,1,002,02,3, , , , , ,2
07,2013,10,2,33,15,079,02,1,042,03,3, , , , , ,2
07,2013,10,2,33,15,079,04,1,044,01,4, , , , , ,2
07,2013,10,2,33,15,079,04,1,044,02,4, , , , , ,2
07,2013,10,2,33,15,079,09,1,049,01,3, , , , , ,2
07,2013,10,2,33,25,082,03,1,073,01,3, , , , , ,2
07,2013,10,2,33,25,082,08,1,078,01,3, , , , , ,2
07,2013,10,2,33,30,083,07,1,067,01,3, , , , , ,2
07,2013,10,2,12,06,198,03,1,023,01,3, , , , , ,1
07,2013,10,2,12,09,201,06,1,056,01,3, , , , , ,2
07,2013,10,2,12,15,204,04,1,084,01,1,4, , , , ,2
07,2013,10,2,12,18,205,07,1,097,01,3, , , , , ,2
07,2013,10,2,12,27,211,03,1,153,01,3, , , , , ,2
07,2013,10,2,12,27,211,05,1,155,01,3, , , , , ,2
07,2013,10,2,12,39,216,02,1,203,01,3, , , , , ,2
07,2013,10,2,31,24,101,01,1,031,01,1,4, , , , ,2
07,2013,10,2,31,24,101,02,1,032,01,3, , , , , ,2
07,2013,10,2,31,24,101,02,1,032,02,4, , , , , ,2
07,2013,10,2,31,24,101,03,1,033,04,4, , , , , ,2
07,2013,10,2,31,24,101,05,1,035,01,3, , , , , ,2
07,2013,10,2,31,24,101,08,1,038,01,1,3,3,3,3,3,3
07,2013,10,2,31,42,106,05,1,086,02,2, , , , , ,3
07,2013,10,2,31,45,107,02,1,092,01,3, , , , , ,2
07,2013,10,1,11,36,188,07,1,177,02,1,2,2,2,2,3,2
07,2013,10,1,11,31,186,01,1,151,02,3, , , , , ,2
07,2013,10,1,11,27,183,05,1,125,01,1,2,2,2,2,3,3
07,2013,10,2,11,15,179,06,1,086,01,3, , , , , ,2
07,2013,10,2,11,12,178,07,1,077,01,4, , , , , ,2
07,2013,10,2,11,12,177,10,1,070,01,3, , , , , ,2
07,2013,10,2,11,12,177,10,1,070,02,3, , , , , ,2
07,2013,10,2,11,06,174,01,1,031,04,3, , , , , ,2
07,2013,10,2,11,06,174,05,1,035,01,3, , , , , ,2
07,2013,10,2,51,35,066,04,1,014,01,1,2,2,2,2,3,2
07,2013,10,2,51,41,072,03,1,053,01,3, , , , , ,2
07,2013,10,2,81,33,074,10,1,031,03,4, , , , , ,2
07,2013,10,2,81,33,074,02,1,032,01,4, , , , , ,2
07,2013,10,2,81,33,074,03,1,033,01,3, , , , , ,2
07,2013,10,2,81,33,074,03,1,033,02,4, , , , , ,2
07,2013,10,2,81,33,074,04,1,034,01,3, , , , , ,2
07,2013,10,2,81,33,074,04,1,034,02,4, , , , , ,2
07,2013,10,2,81,27,073,03,1,043,01,3, , , , , ,2
07,2013,10,2,81,27,073,05,1,045,01,3, , , , , ,2
07,2013,10,1,81,21,071,10,1,020,04,3, , , , , ,2
07,2013,10,2,81,37,069,10,1,030,01,3, , , , , ,2
07,2013,10,2,71,39,055,01,1,031,01,3, , , , , ,2
07,2013,10,2,71,39,055,02,1,032,01,3, , , , , ,2
07,2013,10,2,71,39,055,10,1,040,01,4, , , , , ,2
07,2013,10,2,71,24,054,04,1,024,01,3, , , , , ,2
07,2013,10,2,71,12,052,01,1,001,01,1,4, , , , ,2
07,2013,10,2,71,12,052,02,1,002,01,3, , , , , ,2
07,2013,10,2,71,12,052,02,1,002,02,4, , , , , ,2
07,2013,10,2,71,12,052,03,1,003,01,3, , , , , ,2
07,2013,10,2,71,12,052,04,1,004,01,3, , , , , ,2
07,2013,10,2,71,12,052,05,1,005,01,3, , , , , ,2
07,2013,10,2,71,12,052,05,1,005,02,4, , , , , ,2
07,2013,10,2,71,12,052,06,1,006,01,3, , , , , ,2
07,2013,10,2,71,12,052,07,1,007,01,3, , , , , ,2
07,2013,10,2,71,12,052,09,1,009,01,2, , , , , ,2
07,2013,10,2,71,12,052,09,1,009,02,4, , , , , ,2
07,2013,10,2,71,12,052,09,1,009,03,1,4, , , , ,2
07,2013,10,2,71,12,052,10,1,010,01,3, , , , , ,2
07,2013,10,2,52,03,076,04,1,004,01,1,3,2,2,2,3,3
07,2013,10,1,52,15,079,07,1,037,02,3, , , , , ,2
07,2013,10,2,52,51,084,04,1,055,01,3, , , , , ,2
07,2013,10,2,52,51,084,05,1,056,01,3, , , , , ,2
07,2013,10,2,52,51,084,08,1,059,01,3, , , , , ,2
07,2013,10,2,22,21,046,01,1,031,01,3, , , , , ,2
07,2013,10,2,22,21,046,02,1,032,01,3, , , , , ,2
07,2013,10,2,22,12,045,07,1,017,01,3, , , , , ,2
07,2013,10,2,22,12,045,09,1,019,03,3, , , , , ,2
07,2013,10,1,22,06,044,02,1,002,01,3, , , , , ,2
07,2013,10,1,22,06,044,09,1,009,01,3, , , , , ,2
07,2013,11,1,43,09,033,03,1,003,01,3, , , , , ,2
07,2013,11,2,53,27,046,07,1,007,01,3, , , , , ,2
07,2013,11,2,91,30,104,02,1,062,01,3, , , , , ,1
07,2013,11,2,91,21,103,10,1,020,01,3, , , , , ,2
07,2013,11,2,91,15,101,01,1,081,01,3, , , , , ,2
07,2013,11,2,91,15,101,06,1,086,02,3, , , , , ,2
07,2013,11,2,91,06,099,08,1,048,03,1,2,2,2,2,2, 
07,2013,11,2,62,42,062,06,1,036,01,3, , , , , ,2
07,2013,11,1,62,33,060,02,1,012,03,3, , , , , ,2
07,2013,11,1,62,33,060,02,1,012,04,3, , , , , ,2
07,2013,11,2,62,24,059,06,1,056,01,1,4, , , , ,3
07,2013,11,2,72,18,049,10,1,011,01,1,3,2,2,1,1, 
07,2013,11,2,72,12,047,07,1,038,03,3, , , , , ,2
07,2013,11,2,72,12,047,10,1,041,02,3, , , , , ,2
07,2013,11,2,72,12,047,10,1,041,03,4, , , , , ,2
07,2013,11,3,23,03,052,05,1,015,01,4, , , , , ,2
07,2013,11,2,44,12,032,01,1,001,01,3, , , , , ,2
07,2013,11,2,22,27,050,01,1,001,01,3, , , , , ,2
07,2013,11,2,82,06,040,01,1,001,01,3, , , , , ,2
07,2013,11,2,82,06,040,02,1,002,01,3, , , , , ,2
07,2013,11,2,82,06,040,03,1,003,01,3, , , , , ,2
07,2013,11,2,82,06,040,08,1,008,01,1,2,2,2,2,3,2
07,2013,11,2,82,06,040,10,1,010,01,3, , , , , ,2
07,2013,11,2,32,03,101,04,1,004,01,3, , , , , ,2
07,2013,11,2,32,03,101,05,1,005,02,1,4, , , , ,2
07,2013,11,2,32,12,103,01,1,021,01,4, , , , , ,2
07,2013,11,2,32,12,103,06,1,026,01,3, , , , , ,2
07,2013,11,2,32,12,103,06,1,026,02,4, , , , , ,2
07,2013,11,2,32,12,103,10,1,030,01,3, , , , , ,2
07,2013,11,2,32,12,103,10,1,030,02,4, , , , , ,2
07,2013,11,2,32,24,105,06,1,046,02,3, , , , , ,2
07,2013,11,1,32,42,108,10,1,080,01,3, , , , , ,2
07,2013,11,2,32,45,109,02,1,082,02,4, , , , , ,2
07,2013,11,2,32,45,109,05,1,085,01,3, , , , , ,2
07,2013,11,2,42,06,032,02,1,012,01,3, , , , , ,2
07,2013,11,2,61,09,176,06,1,016,01,1,4, , , , ,2
07,2013,11,2,61,09,176,08,1,018,01,3, , , , , ,2
07,2013,11,2,61,09,176,09,1,019,02,3, , , , , ,2
07,2013,11,2,61,09,176,10,1,020,01,3, , , , , ,2
07,2013,11,2,61,72,188,08,1,138,03,3, , , , , ,2
07,2013,11,2,61,69,187,01,1,121,01,3, , , , , ,2
07,2013,11,2,61,60,185,09,1,109,03,1,2,2,2,2,3,2
07,2013,11,2,61,54,184,01,1,091,02,3, , , , , ,2
07,2013,11,2,61,54,184,03,1,093,01,2, , , , , ,2
07,2013,11,2,61,39,181,03,1,063,01,3, , , , , ,2
07,2013,11,2,61,33,180,07,1,057,01,3, , , , , ,2
07,2013,11,2,61,30,179,06,1,046,01,3, , , , , ,2
07,2013,11,2,61,27,178,01,1,031,01,3, , , , , ,2
07,2013,11,2,61,27,178,09,1,039,03,1,3,2,2,2,3,2
07,2013,11,2,61,27,178,09,1,039,04,1,3,2,2,2,3,2
07,2013,11,2,61,03,175,03,1,003,03,3, , , , , ,2
07,2013,11,2,61,03,175,04,1,004,01,3, , , , , ,2
07,2013,11,2,61,03,175,10,1,010,02,3, , , , , ,2
07,2013,11,2,61,45,182,01,1,071,01,1,4, , , , ,2
07,2013,11,2,61,21,177,03,1,023,01,3, , , , , ,2
07,2013,11,2,61,21,177,03,1,023,03,4, , , , , ,2
07,2013,11,2,61,21,177,04,1,024,01,3, , , , , ,2
07,2013,11,2,61,21,177,04,1,024,03,4, , , , , ,2
07,2013,11,2,61,21,177,09,1,029,01,3, , , , , ,2
07,2013,11,2,92,18,103,09,1,009,01,3, , , , , ,2
07,2013,11,2,92,03,098,06,1,046,02,3, , , , , ,2
07,2013,11,2,92,03,098,10,1,050,01,3, , , , , ,2
07,2013,11,2,21,03,181,01,1,001,01,3, , , , , ,2
07,2013,11,2,21,03,181,03,1,003,01,3, , , , , ,2
07,2013,11,2,21,03,181,04,1,004,02,3, , , , , ,2
07,2013,11,2,21,03,181,06,1,006,02,3, , , , , ,2
07,2013,11,2,21,03,181,09,1,009,01,3, , , , , ,2
07,2013,11,2,21,18,184,01,1,021,01,1,3,2,2,2,3,2
07,2013,11,2,21,39,193,02,1,073,05,3, , , , , ,2
07,2013,11,2,21,39,193,02,1,073,06,4, , , , , ,2
07,2013,11,2,21,39,193,05,1,076,01,3, , , , , ,2
07,2013,11,2,21,45,195,07,1,098,01,3, , , , , ,2
07,2013,11,2,21,51,196,05,1,106,01,3, , , , , ,2
07,2013,11,3,21,54,197,01,1,112,02,1,3,2,2,2,3,2
07,2013,11,2,21,57,198,02,1,124,02,3, , , , , ,2
07,2013,11,2,13,36,114,04,1,014,03,3, , , , , ,2
07,2013,11,2,13,36,114,07,1,017,01,3, , , , , ,2
07,2013,11,2,13,36,114,08,1,018,01,3, , , , , ,2
07,2013,11,2,13,12,108,03,1,033,01,3, , , , , ,2
07,2013,11,2,13,12,108,05,1,035,01,3, , , , , ,2
07,2013,11,2,13,12,108,07,1,037,01,3, , , , , ,2
07,2013,11,2,13,09,106,01,1,021,01,3, , , , , ,2
07,2013,11,2,13,09,106,01,1,021,02,3, , , , , ,2
07,2013,11,2,41,06,051,01,1,011,03,1,3,2,2,2,3,3
07,2013,11,2,41,21,053,01,1,001,01,3, , , , , ,2
07,2013,11,2,41,21,053,02,1,002,01,1,4, , , , ,2
07,2013,11,2,41,33,054,01,1,021,02,3, , , , , ,2
07,2013,11,1,41,33,055,08,1,038,01,3, , , , , ,2
07,2013,11,2,33,06,085,01,1,071,01,3, , , , , ,2
07,2013,11,2,33,06,085,02,1,072,01,3, , , , , ,2
07,2013,11,2,33,06,085,05,1,075,01,1,2,2,2,2,3,3
07,2013,11,2,33,06,085,07,1,077,01,1,4, , , , ,2
07,2013,11,2,33,06,085,08,1,078,02,3, , , , , ,2
07,2013,11,2,33,06,085,09,1,079,01,3, , , , , ,2
07,2013,11,2,33,15,087,05,1,055,01,3, , , , , ,2
07,2013,11,2,33,15,087,10,1,059,03,4, , , , , ,2
07,2013,11,2,33,24,089,04,1,024,01,3, , , , , ,2
07,2013,11,2,33,24,089,04,1,024,02,4, , , , , ,2
07,2013,11,2,33,24,089,09,1,029,01,3, , , , , ,2
07,2013,11,2,33,33,092,06,1,066,02,3, , , , , ,2
07,2013,11,2,33,33,092,06,1,066,06,4, , , , , ,2
07,2013,11,2,33,33,092,09,1,069,01,3, , , , , ,2
07,2013,11,2,33,27,090,03,1,003,01,3, , , , , ,2
07,2013,11,2,33,27,090,03,1,003,03,4, , , , , ,2
07,2013,11,2,33,27,090,03,1,003,05,4, , , , , ,2
07,2013,11,2,33,27,090,06,1,006,02,3, , , , , ,2
07,2013,11,2,33,27,090,06,1,006,03,4, , , , , ,2
07,2013,11,2,33,27,090,10,1,010,01,3, , , , , ,2
07,2013,11,1,12,36,237,03,1,183,01,3, , , , , ,2
07,2013,11,2,12,33,234,03,1,153,02,3, , , , , ,2
07,2013,11,2,12,30,233,10,1,150,03,3, , , , , ,2
07,2013,11,2,12,24,230,02,1,202,01,1,3,2,2,2,3,2
07,2013,11,2,12,24,230,10,1,210,01,3, , , , , ,2
07,2013,11,2,12,15,225,02,1,072,01,1,3,1,2,2,3,3
07,2013,11,2,12,15,225,08,1,078,01,4, , , , , ,2
07,2013,11,2,12,15,224,02,1,062,03,3, , , , , ,2
07,2013,11,2,12,15,224,04,1,064,02,1,3,2,2,2,3,2
07,2013,11,2,12,15,224,06,1,066,01,3, , , , , ,2
07,2013,11,1,12,03,218,04,1,004,01,3, , , , , ,2
07,2013,11,3,31,24,113,09,1,039,01,1,3,2,2,2,3,2
07,2013,11,2,31,27,114,01,1,041,01,3, , , , , ,2
07,2013,11,2,31,27,114,01,1,041,02,3, , , , , ,2
07,2013,11,2,31,27,114,02,1,042,01,3, , , , , ,2
07,2013,11,2,31,33,115,04,1,054,01,2, , , , , ,3
07,2013,11,2,31,36,116,05,1,065,01,3, , , , , ,2
07,2013,11,1,31,39,117,03,1,073,01,3, , , , , ,2
07,2013,11,2,31,45,118,01,1,081,01,3, , , , , ,2
07,2013,11,2,31,48,119,08,1,098,01,3, , , , , ,2
07,2013,11,2,31,48,119,09,1,099,01,3, , , , , ,2
07,2013,11,2,31,48,119,09,1,099,02,4, , , , , ,2
07,2013,11,2,31,48,119,09,1,099,03,4, , , , , ,2
07,2013,11,2,81,18,076,06,1,006,01,4, , , , , ,2
07,2013,11,2,81,18,076,07,1,007,01,3, , , , , ,2
07,2013,11,3,81,21,077,07,1,059,01,3, , , , , ,2
07,2013,11,2,81,36,081,04,1,024,03,3, , , , , ,2
07,2013,11,2,81,36,081,06,1,027,01,3, , , , , ,2
07,2013,11,2,71,54,061,03,1,023,01,3, , , , , ,2
07,2013,11,2,71,54,061,03,1,023,02,4, , , , , ,2
07,2013,11,2,71,54,061,04,1,024,01,1,4, , , , ,2
07,2013,11,2,71,54,061,04,1,024,03,4, , , , , ,2
07,2013,11,2,71,54,061,05,1,025,01,3, , , , , ,2
07,2013,11,2,71,54,061,09,1,029,02,3, , , , , ,2
07,2013,11,2,71,54,061,10,1,030,01,3, , , , , ,2
07,2013,11,2,71,45,060,01,1,011,01,3, , , , , ,2
07,2013,11,2,71,45,060,07,1,017,03,1,4, , , , ,2
07,2013,11,2,71,45,060,10,1,020,01,2, , , , , ,2
07,2013,11,2,71,30,059,07,1,007,01,3, , , , , ,2
07,2013,11,2,71,30,059,09,1,009,01,3, , , , , ,2
07,2013,11,2,71,18,058,01,1,031,01,3, , , , , ,2
07,2013,11,2,71,18,058,04,1,034,01,4, , , , , ,2
07,2013,11,2,71,18,058,04,1,034,02,3, , , , , ,2
07,2013,11,2,71,18,058,05,1,035,01,3, , , , , ,2
07,2013,11,2,71,18,058,05,1,035,02,4, , , , , ,2
07,2013,11,2,71,18,058,05,1,035,03,4, , , , , ,2
07,2013,11,2,71,18,058,07,1,037,01,3, , , , , ,2
07,2013,11,2,71,18,058,07,1,037,02,4, , , , , ,2
07,2013,11,2,71,18,058,09,1,039,01,3, , , , , ,2
07,2013,11,2,71,18,058,10,1,040,01,3, , , , , ,2
07,2013,11,2,71,18,058,10,1,040,02,4, , , , , ,2
07,2013,11,1,11,33,206,02,1,162,01,3, , , , , ,2
07,2013,11,1,11,31,204,05,1,145,01,3, , , , , ,1
07,2013,11,1,11,31,204,06,1,146,02,3, , , , , ,2
07,2013,11,1,11,27,202,08,1,128,01,3, , , , , ,2
07,2013,11,1,11,24,201,04,1,114,03,3, , , , , ,2
07,2013,11,2,11,12,197,01,1,071,01,3, , , , , ,2
07,2013,11,2,11,12,196,07,1,067,01,3, , , , , ,2
07,2013,11,2,51,31,075,07,1,007,01,1,2,1,1,1,3,2
07,2013,12,2,53,15,048,05,1,036,01,3, , , , , ,2
07,2013,12,2,53,30,047,04,1,024,01,3, , , , , ,2
07,2013,12,2,53,30,050,06,1,016,01,3, , , , , ,2
07,2013,12,2,53,30,050,08,1,018,01,3, , , , , ,2
07,2013,12,2,91,03,109,01,1,071,01,2, , , , , ,2
07,2013,12,2,91,06,110,06,1,026,01,3, , , , , ,2
07,2013,12,2,91,06,110,10,1,030,01,2, , , , , ,1
07,2013,12,2,91,24,114,01,1,031,01,1,2,2,2,2,3,2
07,2013,12,2,91,24,114,10,1,040,01,2, , , , , ,2
07,2013,12,2,91,24,114,10,1,040,02,4, , , , , ,2
07,2013,12,2,91,33,115,09,1,019,01,3, , , , , ,2
07,2013,12,2,91,42,116,07,1,067,01,4, , , , , ,2
07,2013,12,2,91,51,118,02,1,002,02,3, , , , , ,2
07,2013,12,2,62,30,066,03,1,023,03,3, , , , , ,2
07,2013,12,2,62,30,066,09,1,029,01,3, , , , , ,2
07,2013,12,2,62,30,066,09,1,029,02,4, , , , , ,2
07,2013,12,2,62,18,065,08,1,018,01,3, , , , , ,2
07,2013,12,2,72,15,053,04,1,014,01,1,4, , , , ,2
07,2013,12,2,72,15,053,06,1,006,01,1,4, , , , ,2
07,2013,12,2,72,15,053,06,1,006,02,1,4, , , , ,2
07,2013,12,2,72,15,053,07,1,007,01,3, , , , , ,2
07,2013,12,2,72,15,053,10,1,010,01,1,3,2,2,2,3,2
07,2013,12,2,72,10,051,05,1,005,01,3, , , , , ,2
07,2013,12,2,72,10,051,05,1,005,02,4, , , , , ,2
07,2013,12,2,72,10,051,08,1,008,01,3, , , , , ,2
07,2013,12,2,72,06,050,01,1,031,01,3, , , , , ,2
07,2013,12,2,23,06,055,02,1,002,03,3, , , , , ,2
07,2013,12,2,23,06,055,02,1,002,04,4, , , , , ,2
07,2013,12,2,23,06,055,03,1,003,02,3, , , , , ,2
07,2013,12,2,23,06,055,03,1,003,03,4, , , , , ,2
07,2013,12,2,23,06,055,06,1,006,02,4, , , , , ,2
07,2013,12,2,23,06,055,06,1,006,03,3, , , , , ,2
07,2013,12,2,23,06,055,07,1,007,01,3, , , , , ,2
07,2013,12,2,23,06,055,07,1,007,02,4, , , , , ,2
07,2013,12,3,23,12,058,04,1,025,01,3, , , , , ,2
07,2013,12,3,23,15,059,06,1,037,01,3, , , , , ,2
07,2013,12,3,23,15,059,07,1,038,01,3, , , , , ,2
07,2013,12,3,23,15,059,08,1,039,01,3, , , , , ,2
07,2013,12,2,44,09,034,09,1,009,01,1,1,2,2,2,3,2
07,2013,12,2,44,15,035,01,1,011,01,3, , , , , ,2
07,2013,12,2,22,18,055,03,1,033,01,3, , , , , ,2
07,2013,12,2,22,09,054,02,1,042,01,3, , , , , ,2
07,2013,12,2,22,09,054,08,1,048,01,3, , , , , ,2
07,2013,12,2,22,09,054,09,1,049,01,3, , , , , ,2
07,2013,12,2,22,09,054,09,1,049,02,4, , , , , ,2
07,2013,12,2,22,03,053,10,1,020,01,1,4, , , , ,2
07,2013,12,2,32,39,118,04,1,044,01,3, , , , , ,2
07,2013,12,2,32,21,115,10,1,080,01,3, , , , , ,2
07,2013,12,2,32,15,114,01,1,001,01,3, , , , , ,2
07,2013,12,2,32,15,114,01,1,001,02,4, , , , , ,2
07,2013,12,2,32,15,114,02,1,002,01,1,4, , , , ,2
07,2013,12,2,32,15,114,02,1,002,02,3, , , , , ,2
07,2013,12,2,32,15,114,03,1,003,01,3, , , , , ,2
07,2013,12,2,32,15,114,04,1,004,01,3, , , , , ,2
07,2013,12,2,32,15,114,04,1,004,02,4, , , , , ,2
07,2013,12,2,32,15,114,04,1,004,04,4, , , , , ,2
07,2013,12,2,32,15,114,06,1,006,01,2, , , , , ,2
07,2013,12,2,32,15,114,06,1,006,02,4, , , , , ,2
07,2013,12,2,32,15,114,07,1,007,01,1,4, , , , ,3
07,2013,12,2,32,15,114,08,1,008,01,2, , , , , ,2
07,2013,12,2,32,15,114,08,1,008,02,4, , , , , ,2
07,2013,12,2,32,15,114,10,1,010,01,3, , , , , ,2
07,2013,12,2,32,15,114,10,1,010,02,3, , , , , ,2
07,2013,12,2,32,06,111,02,1,032,01,3, , , , , ,2
07,2013,12,2,32,06,111,06,1,036,04,4, , , , , ,2
07,2013,12,2,32,06,111,07,1,037,01,3, , , , , ,2
07,2013,12,2,32,06,111,07,1,037,02,4, , , , , ,2
07,2013,12,2,61,06,193,01,1,001,01,3, , , , , ,2
07,2013,12,2,61,06,193,02,1,002,01,3, , , , , ,2
07,2013,12,2,61,06,193,02,1,002,02,4, , , , , ,2
07,2013,12,2,61,06,193,04,1,003,02,3, , , , , ,2
07,2013,12,2,61,15,194,03,1,013,01,3, , , , , ,2
07,2013,12,2,61,15,194,04,1,014,01,4, , , , , ,2
07,2013,12,2,61,15,194,10,1,020,01,1,4, , , , ,2
