REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,P1_PERSON_SERIAL_NO,P3_RELATIONSHIP,P4_SEX,P5_AGE,P6_RACE,P7_RELIGION,P8_MARITAL_STATUS,P9_EDUCATIONAL_ATTAINMENT,P10_CURRENT_EDUCATIONAL,P11_LITERACY_SINHALA,P12_LITERACY_TAMIL,P13_LITERACY_ENGLISH
 2,2010,04,2,92,027,05,1,005,01,1,1,67,1,1,2,10,5,1,2,2
 2,2010,04,2,92,027,05,1,005,02,2,2,67,1,1,2,10,5,1,2,2
 2,2010,04,2,92,027,05,1,005,03,5,2,15,1,1,1,10,1,1,2,2
 2,2010,04,2,92,027,06,1,006,01,1,1,46,1,1,2,07,5,1,2,2
 2,2010,04,2,92,027,06,1,006,02,2,2,45,1,1,2,10,5,1,2,2
 2,2010,04,2,92,027,06,1,006,03,3,2,08,1,1,1,02,1, , , 
 2,2010,04,2,92,027,06,1,006,04,3,2,10,1,1,1,05,1,1,2,2
 2,2010,04,2,92,027,06,1,006,05,4,2,75,1,1,3,19,5,2,2,2
 2,2010,04,2,92,027,06,1,006,06,5,2,37,1,1,1,10,5,1,2,2
 2,2010,04,2,92,027,07,1,007,01,1,1,34,1,1,2,10,5,1,2,2
 2,2010,04,2,92,027,07,1,007,02,2,2,26,1,1,2,10,5,1,2,2
 2,2010,04,2,92,027,07,1,007,03,3,2,00,1,1,1,  , , , , 
 2,2010,04,2,92,027,08,1,008,01,1,1,52,1,1,2,13,5,1,2,2
 2,2010,04,2,92,027,08,1,008,02,2,2,53,1,1,2,10,5,1,2,2
 2,2010,04,2,92,027,08,1,008,03,3,1,05,1,1,1,00,1, , , 
 2,2010,04,2,92,027,08,1,008,04,4,2,85,1,1,3,03,5,1,2,2
 2,2010,04,2,92,027,09,1,009,01,1,2,76,1,1,3,05,5,1,2,2
 2,2010,04,2,92,027,09,1,009,02,3,2,44,1,1,4,14,5,1,2,2
 2,2010,04,2,92,027,10,1,010,01,1,1,72,1,1,2,04,5,1,2,2
 2,2010,04,2,92,027,10,1,010,02,2,2,62,1,1,2,04,5,1,2,2
 2,2010,04,2,92,027,10,1,010,03,3,2,36,1,1,2,13,5,1,2,2
 2,2010,04,2,92,027,10,1,010,04,5,1,42,1,1,2,13,5,1,2,2
 2,2010,04,2,92,027,10,1,010,05,5,2,12,1,1,1,07,1,1,2,2
 2,2010,04,2,92,027,10,1,010,06,5,2,09,1,1,1,03,1, , , 
 2,2010,04,2,92,028,02,1,012,01,1,2,59,1,1,3,12,5,1,2,1
 2,2010,04,2,92,028,02,1,012,02,3,1,25,1,1,1,12,4,1,2,1
 2,2010,04,2,92,028,03,1,013,01,1,1,38,1,1,2,12,5,1,2,1
 2,2010,04,2,92,028,03,1,013,02,2,2,34,1,1,2,12,5,1,2,2
 2,2010,04,2,92,028,03,1,013,03,3,1,06,1,1,1,01,1, , , 
 2,2010,04,2,92,028,03,1,013,04,3,1,04,1,1,1,  , , , , 
 2,2010,04,2,92,028,04,1,014,01,1,1,37,1,1,1,10,5,1,2,2
 2,2010,04,2,92,028,05,1,015,01,1,1,45,1,1,2,08,5,1,2,2
 2,2010,04,2,92,028,05,1,015,02,2,2,36,1,1,2,10,5,1,2,1
 2,2010,04,2,92,028,05,1,015,03,3,2,19,1,1,2,10,5,1,2,1
 2,2010,04,2,92,028,06,1,016,01,1,1,46,1,1,2,12,5,1,2,1
 2,2010,04,2,92,028,06,1,016,02,2,2,30,1,1,2,10,5,1,1,2
 2,2010,04,2,92,028,06,1,016,03,3,2,09,1,1,1,03,1, , , 
 2,2010,04,2,92,028,06,1,016,04,3,1,02,1,1,1,  , , , , 
 2,2010,04,2,92,028,07,1,017,01,1,2,39,1,1,2,12,5,1,2,2
 2,2010,04,2,92,028,07,1,017,02,3,2,14,1,1,1,09,1,1,2,2
 2,2010,04,2,92,028,07,1,017,03,3,1,10,1,1,1,04,1,1,2,2
 2,2010,04,2,92,028,07,1,017,04,3,2,08,1,1,1,02,1, , , 
 2,2010,04,2,92,028,07,1,017,05,3,1,03,1,1,1,  , , , , 
 2,2010,04,2,92,028,08,1,018,01,1,1,60,1,1,2,08,5,1,2,2
 2,2010,04,2,92,028,08,1,018,02,2,2,62,1,1,2,08,5,1,2,2
 2,2010,04,2,92,028,09,1,019,01,1,2,59,1,1,3,10,5,1,2,2
 2,2010,04,2,92,028,10,1,020,01,1,1,70,1,1,2,12,5,1,2,1
 2,2010,04,2,92,028,10,1,020,02,2,2,60,1,4,2,12,5,1,2,1
 2,2010,04,2,92,028,10,1,020,03,3,1,27,1,1,1,12,5,1,2,1
 2,2010,04,2,92,028,10,1,020,04,3,1,23,1,1,1,12,5,1,2,1
 2,2010,04,2,92,029,01,1,021,01,1,2,37,1,1,2,10,5,1,2,2
 2,2010,04,2,92,029,01,1,021,02,3,2,09,1,1,1,03,1, , , 
 2,2010,04,2,92,029,01,1,021,03,3,2,05,1,1,1,00,1, , , 
 2,2010,04,2,92,029,02,1,022,01,1,2,53,1,1,2,12,5,1,2,1
 2,2010,04,2,92,029,02,1,022,02,3,2,19,1,1,1,12,1,1,2,1
 2,2010,04,2,92,029,02,1,022,03,3,2,18,1,1,1,12,1,1,2,1
 2,2010,04,2,92,029,03,1,023,01,1,2,48,1,1,3,10,5,1,2,2
 2,2010,04,2,92,029,03,1,023,02,3,1,16,1,1,1,10,1,1,2,2
 2,2010,04,2,92,029,03,1,023,03,3,1,14,1,1,1,08,1,1,2,2
 2,2010,04,2,92,029,03,1,023,04,3,2,12,1,1,1,06,1,1,2,2
 2,2010,04,2,92,029,04,1,024,01,1,1,44,1,1,2,10,5,1,2,2
 2,2010,04,2,92,029,04,1,024,02,2,2,36,1,1,2,10,5,1,2,2
 2,2010,04,2,92,029,04,1,024,03,3,2,15,1,1,1,10,1,1,2,2
 2,2010,04,2,92,029,04,1,024,04,3,2,09,1,1,1,04,1, , , 
 2,2010,04,2,92,029,04,1,024,05,3,2,04,1,1,1,  , , , , 
 2,2010,04,2,92,029,05,1,025,01,1,1,85,1,1,2,02,5,1,2,2
 2,2010,04,2,92,029,05,1,025,02,2,2,70,1,1,2,19,5,2,2,2
 2,2010,04,2,92,029,05,1,025,03,3,2,42,1,1,1,00,5,2,2,2
 2,2010,04,2,92,029,06,1,026,01,1,1,36,1,1,2,04,5,1,2,2
 2,2010,04,2,92,029,06,1,026,02,2,2,29,1,1,2,10,5,1,2,2
 2,2010,04,2,92,029,06,1,026,03,3,2,05,1,1,1,19,5, , , 
 2,2010,04,2,92,029,06,1,026,04,3,2,01,1,1,1,  , , , , 
 2,2010,04,2,92,029,07,1,027,01,1,1,58,1,1,2,02,5,1,2,2
 2,2010,04,2,92,029,07,1,027,02,2,2,57,1,1,2,07,5,1,2,2
 2,2010,04,2,92,029,07,1,027,03,3,2,28,1,1,1,10,5,1,2,2
 2,2010,04,2,92,029,08,1,028,01,1,1,52,1,1,2,04,5,1,2,2
 2,2010,04,2,92,029,08,1,028,02,2,2,45,1,1,2,08,5,1,2,2
 2,2010,04,2,92,029,08,1,028,03,3,2,21,1,1,1,10,5,1,2,2
 2,2010,04,2,92,029,08,1,028,04,3,1,10,1,1,1,05,1,1,2,2
 2,2010,04,2,92,029,08,1,028,05,3,1,07,1,1,1,02,1, , , 
 2,2010,04,2,92,029,09,1,029,01,1,2,73,1,1,3,01,5,1,2,2
 2,2010,04,2,92,029,09,1,029,02,3,1,42,1,1,2,03,5,1,2,2
 2,2010,04,2,92,029,09,1,029,03,5,2,40,1,1,2,10,5,1,2,2
 2,2010,04,2,92,029,09,1,029,04,5,2,12,1,1,1,07,1,1,2,2
 2,2010,04,2,92,029,09,1,029,05,5,1,09,1,1,1,02,1, , , 
 2,2010,04,2,92,029,09,1,029,06,5,1,04,1,1,1,  , , , , 
 2,2010,04,2,92,029,10,1,030,01,1,2,44,1,1,2,04,5,1,2,2
 2,2010,04,2,92,029,10,1,030,02,3,2,13,1,1,1,05,1,1,2,2
 2,2010,04,2,92,030,01,1,071,01,1,1,52,1,1,2,10,5,1,2,2
 2,2010,04,2,92,030,01,1,071,02,2,2,43,1,1,2,11,5,1,2,2
 2,2010,04,2,92,030,01,1,071,03,3,1,22,1,1,1,11,5,1,2,2
 2,2010,04,2,92,030,01,1,071,04,3,1,20,1,1,1,11,5,1,2,2
 2,2010,04,2,92,030,01,1,071,05,3,2,16,1,1,1,10,1,1,2,2
 2,2010,04,2,92,030,03,1,073,01,1,1,68,1,1,2,09,5,1,2,2
 2,2010,04,2,92,030,03,1,073,02,2,2,53,1,1,2,09,5,1,2,2
 2,2010,04,2,92,030,03,1,073,03,3,2,28,1,1,1,12,5,1,2,2
 2,2010,04,2,92,030,04,1,074,01,1,1,49,1,1,2,12,5,1,2,2
 2,2010,04,2,92,030,04,1,074,02,2,2,48,1,1,2,10,5,1,2,2
 2,2010,04,2,92,030,04,1,074,03,3,2,18,1,1,1,12,1,1,2,2
 2,2010,04,2,92,030,04,1,074,04,3,1,17,1,1,1,10,5,1,2,2
 2,2010,04,2,92,030,05,1,075,01,1,1,65,1,1,2,10,5,1,2,2
 2,2010,04,2,92,030,05,1,075,02,2,2,63,1,1,2,10,5,1,2,2
 2,2010,04,2,92,030,05,1,075,03,3,1,20,1,1,1,10,5,1,2,2
 2,2010,04,2,92,030,06,1,076,01,1,1,59,1,1,2,10,5,1,2,1
 2,2010,04,2,92,030,06,1,076,02,2,2,50,1,1,2,11,5,1,2,2
 2,2010,04,2,92,030,06,1,076,03,3,2,20,1,1,1,12,1,1,2,1
 2,2010,04,2,92,030,06,1,076,04,3,1,17,1,1,1,11,1,1,2,2
 2,2010,04,2,92,030,06,1,076,05,5,2,64,1,1,1,11,5,1,2,2
 2,2010,04,2,92,030,07,1,077,01,1,1,48,1,1,2,12,5,1,2,2
 2,2010,04,2,92,030,07,1,077,02,2,2,45,1,1,2,12,5,1,2,1
 2,2010,04,2,92,030,07,1,077,03,3,1,11,1,1,1,06,1,1,2,2
 2,2010,04,2,92,030,07,1,077,04,3,1,03,1,1,1,  , , , , 
 2,2010,04,2,92,030,08,1,078,01,1,1,60,1,1,2,09,5,1,2,2
 2,2010,04,2,92,030,08,1,078,02,2,2,54,1,1,2,09,5,1,2,2
 2,2010,04,2,92,030,08,1,078,03,3,2,24,1,1,1,10,5,1,2,2
 2,2010,04,2,92,030,08,1,078,04,3,1,19,1,1,1,11,5,1,2,2
 2,2010,04,2,92,030,10,1,080,01,1,1,50,1,1,2,09,5,1,2,2
 2,2010,04,2,92,030,10,1,080,02,2,2,46,1,1,2,06,5,1,2,2
 2,2010,04,2,92,030,10,1,080,03,3,2,26,1,1,1,12,5,1,2,2
 2,2010,04,2,92,030,10,1,080,04,3,1,24,1,1,1,06,5,1,2,2
 2,2010,04,2,92,030,10,1,080,05,3,2,20,1,1,1,12,5,1,2,2
 2,2010,04,3,92,031,01,1,061,01,1,2,38,3,2,2,04,5,2,1,2
 2,2010,04,3,92,031,01,1,061,02,2,1,43,3,2,2,05,5,2,1,2
 2,2010,04,3,92,031,01,1,061,03,3,1,21,3,2,1,08,5,2,1,2
 2,2010,04,3,92,031,01,1,061,04,5,2,72,3,2,3,19,5,2,2,2
 2,2010,04,3,92,031,02,1,062,01,1,1,39,3,2,2,04,5,2,1,2
 2,2010,04,3,92,031,02,1,062,02,2,2,36,3,2,2,04,5,2,1,2
 2,2010,04,3,92,031,03,1,063,01,1,1,42,3,2,2,04,5,2,1,2
 2,2010,04,3,92,031,03,1,063,02,2,2,40,3,2,2,05,5,2,1,2
 2,2010,04,3,92,031,03,1,063,03,3,1,25,3,2,1,10,5,1,1,2
 2,2010,04,3,92,031,03,1,063,04,3,2,23,3,2,1,10,5,1,1,2
 2,2010,04,3,92,031,04,1,064,01,1,1,46,3,2,2,03,5,2,1,2
 2,2010,04,3,92,031,04,1,064,02,2,2,34,3,2,2,05,5,2,1,2
 2,2010,04,3,92,031,04,1,064,03,3,1,16,3,2,1,09,1,2,1,2
 2,2010,04,3,92,031,04,1,064,04,3,2,15,3,2,1,08,1,2,1,2
 2,2010,04,3,92,031,06,1,066,01,1,1,66,3,2,2,06,5,2,1,2
 2,2010,04,3,92,031,06,1,066,02,2,2,57,3,2,2,05,5,2,1,2
 2,2010,04,3,92,031,06,1,066,03,3,1,31,3,2,1,09,5,2,1,2
 2,2010,04,3,92,031,07,1,067,01,1,1,89,3,2,2,19,5,2,2,2
 2,2010,04,3,92,031,07,1,067,02,2,2,88,3,2,2,19,5,2,2,2
 2,2010,04,3,92,031,08,1,068,01,1,1,49,3,2,2,08,5,2,1,2
 2,2010,04,3,92,031,08,1,068,02,2,2,44,3,2,2,06,5,2,1,2
 2,2010,04,3,92,031,08,1,068,03,3,1,28,3,2,1,12,5,1,1,2
 2,2010,04,3,92,031,08,1,068,04,3,2,23,3,2,1,11,5,1,1,2
 2,2010,04,3,92,031,09,1,069,01,1,1,48,3,2,2,04,5,2,1,2
 2,2010,04,3,92,031,09,1,069,02,2,2,38,3,2,2,03,5,2,1,2
 2,2010,04,3,92,031,10,1,070,01,1,1,39,3,2,2,05,5,1,1,2
 2,2010,04,3,92,031,10,1,070,02,2,2,32,3,2,2,05,5,2,1,2
 2,2010,04,3,92,031,10,1,070,03,3,2,16,3,2,1,09,1,1,1,2
 2,2010,04,3,92,031,10,1,070,04,3,1,14,3,2,1,08,1,2,1,2
 2,2010,04,3,92,031,10,1,070,05,3,1,07,3,2,1,02,1, , , 
 2,2010,04,2,92,032,01,1,031,01,1,1,70,1,1,3,05,5,1,2,2
 2,2010,04,2,92,032,02,1,032,01,1,1,50,1,1,2,10,5,1,2,2
 2,2010,04,2,92,032,02,1,032,02,2,2,48,1,1,2,10,5,1,2,2
 2,2010,04,2,92,032,02,1,032,03,3,1,25,1,1,2,11,5,1,2,2
 2,2010,04,2,92,032,02,1,032,04,3,2,23,1,1,2,11,5,1,2,2
 2,2010,04,2,92,032,02,1,032,05,3,2,13,1,1,1,07,1,1,2,2
 2,2010,04,2,92,032,02,1,032,06,5,1,04,1,1,1,  , , , , 
 2,2010,04,2,92,032,03,1,033,01,1,1,29,1,1,2,06,5,1,2,2
 2,2010,04,2,92,032,03,1,033,02,2,2,22,1,1,2,08,5,1,2,2
 2,2010,04,2,92,032,03,1,033,03,3,1,06,1,1,1,01,1, , , 
 2,2010,04,2,92,032,03,1,033,04,3,2,02,1,1,1,  , , , , 
 2,2010,04,2,92,032,03,1,033,05,4,1,50,1,1,3,05,5,1,2,2
 2,2010,04,2,92,032,05,1,035,01,1,1,32,1,1,2,12,5,1,2,2
 2,2010,04,2,92,032,05,1,035,02,2,2,33,1,1,2,12,5,1,2,2
 2,2010,04,2,92,032,05,1,035,03,3,2,09,1,1,1,03,1, , , 
 2,2010,04,2,92,032,05,1,035,04,3,1,00,1,1,1,  , , , , 
 2,2010,04,2,92,032,06,1,036,01,1,1,42,1,1,2,11,5,1,2,2
 2,2010,04,2,92,032,06,1,036,02,2,2,40,1,1,2,10,5,1,2,2
 2,2010,04,2,92,032,06,1,036,03,3,2,22,1,1,1,13,4,1,2,2
 2,2010,04,2,92,032,06,1,036,04,3,2,18,1,1,1,12,1,1,2,2
 2,2010,04,2,92,032,06,1,036,05,3,2,13,1,1,1,08,1,1,2,2
 2,2010,04,2,92,032,07,1,037,01,1,1,47,1,1,2,10,5,1,2,2
 2,2010,04,2,92,032,07,1,037,02,2,2,43,1,1,2,09,5,1,2,2
 2,2010,04,2,92,032,07,1,037,03,3,1,20,1,1,1,11,5,1,2,2
 2,2010,04,2,92,032,07,1,037,04,3,2,17,1,1,1,11,5,1,2,2
 2,2010,04,2,92,032,08,1,038,01,1,1,51,1,1,2,10,5,1,2,2
 2,2010,04,2,92,032,08,1,038,02,2,2,49,1,1,2,10,5,1,2,2
 2,2010,04,2,92,032,08,1,038,03,3,1,17,1,1,1,11,5,1,2,2
 2,2010,04,2,92,032,08,1,038,04,3,1,12,1,1,1,06,1,1,2,2
 2,2010,04,2,92,032,09,1,039,01,1,1,35,1,1,2,10,5,1,2,2
 2,2010,04,2,92,032,09,1,039,02,2,2,33,1,1,2,10,5,1,2,2
 2,2010,04,2,92,032,09,1,039,03,3,2,14,1,1,1,09,1,1,2,2
 2,2010,04,2,92,032,09,1,039,04,3,1,07,1,1,1,02,1, , , 
 2,2010,04,2,92,032,10,1,040,01,1,1,48,1,1,2,11,5,1,2,2
 2,2010,04,2,92,032,10,1,040,02,2,2,45,1,1,2,11,5,1,2,2
 2,2010,04,2,92,032,10,1,040,03,3,1,19,1,1,1,11,5,1,2,2
 2,2010,04,2,92,032,10,1,040,04,3,1,18,1,1,1,11,5,1,2,2
 2,2010,04,2,92,032,10,1,040,05,3,1,14,1,1,1,08,1,1,2,2
 2,2010,04,2,92,032,10,1,040,06,3,1,07,1,1,1,01,1, , , 
 2,2010,05,2,92,033,01,1,001,01,1,1,44,1,1,2,08,5,1,2,2
 2,2010,05,2,92,033,01,1,001,02,2,2,41,1,1,2,12,5,1,2,2
 2,2010,05,2,92,033,01,1,001,03,3,2,10,1,1,1,05,1,1,2,2
 2,2010,05,2,92,033,01,1,001,04,3,1,06,1,1,1,01,1, , , 
 2,2010,05,2,92,033,02,1,002,01,1,1,63,1,1,2,12,5,1,2,2
 2,2010,05,2,92,033,02,1,002,02,2,2,60,1,1,2,10,5,1,2,2
 2,2010,05,2,92,033,03,1,003,01,1,1,49,1,1,2,13,5,1,2,1
 2,2010,05,2,92,033,03,1,003,02,2,2,41,1,1,2,12,5,1,2,2
 2,2010,05,2,92,033,03,1,003,03,3,2,13,1,1,1,07,1,1,2,1
 2,2010,05,2,92,033,03,1,003,04,5,2,68,1,1,3,11,5,1,2,2
 2,2010,05,2,92,033,04,1,004,01,1,1,46,1,1,2,07,5,1,2,2
 2,2010,05,2,92,033,04,1,004,02,2,2,39,1,1,2,10,5,1,2,2
 2,2010,05,2,92,033,04,1,004,03,3,2,12,1,1,1,06,1,1,1,2
 2,2010,05,2,92,033,04,1,004,04,3,1,05,1,1,1,00,1, , , 
 2,2010,05,2,92,033,04,1,004,05,3,1,03,1,1,1,  , , , , 
 2,2010,05,2,92,033,04,1,004,06,5,2,78,1,1,3,08,5,1,2,2
 2,2010,05,2,92,033,05,1,005,01,1,1,46,1,1,2,10,5,1,2,2
 2,2010,05,2,92,033,05,1,005,02,2,2,39,1,1,2,10,5,1,2,2
 2,2010,05,2,92,033,05,1,005,03,3,1,14,1,1,1,09,1,1,2,2
 2,2010,05,2,92,033,05,1,005,04,3,1,07,1,1,1,01,1, , , 
 2,2010,05,2,92,033,06,1,006,01,1,2,47,1,1,3,10,5,1,2,2
 2,2010,05,2,92,033,06,1,006,02,3,2,25,1,1,1,13,5,1,2,1
 2,2010,05,2,92,033,06,1,006,03,3,1,19,1,1,1,12,5,1,2,2
 2,2010,05,2,92,033,08,1,008,01,1,1,84,1,1,3,05,5,1,2,2
 2,2010,05,2,92,033,08,1,008,02,3,2,43,1,1,1,10,5,1,2,2
 2,2010,05,2,92,033,08,1,008,03,5,1,17,1,1,1,10,5,1,2,2
 2,2010,05,2,92,033,09,1,009,01,1,1,51,1,1,2,06,5,1,2,2
 2,2010,05,2,92,033,09,1,009,02,2,2,42,1,1,2,10,5,1,2,2
 2,2010,05,2,92,033,10,1,010,01,1,1,46,1,1,2,10,5,1,2,2
 2,2010,05,2,92,033,10,1,010,02,2,2,44,1,1,2,13,5,1,2,2
 2,2010,05,2,92,033,10,1,010,03,3,1,18,1,1,1,12,5,1,2,2
 2,2010,05,2,92,033,10,1,010,04,3,1,12,1,1,1,06,1,1,2,2
 2,2010,05,2,92,033,10,1,010,05,4,2,79,1,1,3,03,5,1,2,2
 2,2010,05,2,92,034,01,1,011,01,1,2,59,1,1,3,09,5,1,2,2
 2,2010,05,2,92,034,01,1,011,02,3,1,31,1,1,1,12,5,1,2,2
 2,2010,05,2,92,034,03,1,013,01,1,1,68,1,1,2,04,5,1,2,2
 2,2010,05,2,92,034,03,1,013,02,2,2,65,1,1,2,10,5,1,2,2
 2,2010,05,2,92,034,03,1,013,03,3,2,29,1,1,1,13,5,1,2,2
 2,2010,05,2,92,034,03,1,013,04,3,2,24,1,1,1,10,5,1,2,2
 2,2010,05,2,92,034,04,1,014,01,1,1,43,1,1,2,13,5,1,2,1
 2,2010,05,2,92,034,04,1,014,02,2,2,42,1,1,2,13,5,1,2,1
 2,2010,05,2,92,034,04,1,014,03,3,2,11,1,1,1,06,1,1,2,2
 2,2010,05,2,92,034,04,1,014,04,3,2,07,1,1,1,02,1, , , 
 2,2010,05,2,92,034,04,1,014,05,4,2,72,1,1,3,11,5,1,2,2
 2,2010,05,2,92,034,05,1,015,01,1,1,52,1,1,2,04,5,1,2,2
 2,2010,05,2,92,034,05,1,015,02,2,2,52,1,1,2,08,5,1,2,2
 2,2010,05,2,92,034,06,1,016,01,1,1,60,1,1,2,07,5,1,2,2
 2,2010,05,2,92,034,06,1,016,02,2,2,56,1,1,2,12,5,1,2,2
 2,2010,05,2,92,034,06,1,016,03,3,1,28,1,1,1,13,5,1,2,2
 2,2010,05,2,92,034,06,1,016,04,3,1,26,1,1,1,10,5,1,2,2
 2,2010,05,2,92,034,07,1,017,01,1,2,37,1,1,2,13,5,1,2,2
 2,2010,05,2,92,034,07,1,017,02,3,1,07,1,1,1,01,1, , , 
 2,2010,05,2,92,034,07,1,017,03,3,1,00,1,1,1,  , , , , 
 2,2010,05,2,92,034,07,1,017,04,4,1,73,1,1,3,19,5,2,2,2
 2,2010,05,2,92,034,08,1,018,01,1,2,68,1,1,3,19,5,2,2,2
 2,2010,05,2,92,034,09,1,019,01,1,2,79,1,1,3,02,5,1,2,2
 2,2010,05,2,92,034,09,1,019,02,3,1,56,1,1,1,07,5,2,2,2
 2,2010,05,2,92,035,01,1,021,01,1,1,40,1,1,2,11,5,1,2,2
 2,2010,05,2,92,035,01,1,021,02,2,2,36,1,1,2,13,5,1,2,2
 2,2010,05,2,92,035,01,1,021,03,3,2,14,1,1,1,08,1,1,2,2
 2,2010,05,2,92,035,01,1,021,04,3,2,08,1,1,1,02,1, , , 
 2,2010,05,2,92,035,01,1,021,05,3,1,00,1,1,1,  , , , , 
 2,2010,05,2,92,035,02,1,022,01,1,1,63,1,1,2,08,5,1,2,2
 2,2010,05,2,92,035,02,1,022,02,2,2,57,1,1,2,03,5,1,2,2
 2,2010,05,2,92,035,02,1,022,03,5,1,59,1,1,1,04,5,1,2,2
 2,2010,05,2,92,035,03,1,023,01,1,1,34,1,1,2,06,5,1,2,2
 2,2010,05,2,92,035,03,1,023,02,2,2,32,1,1,2,10,5,1,2,2
 2,2010,05,2,92,035,03,1,023,03,3,2,14,1,1,1,08,1,1,2,2
 2,2010,05,2,92,035,03,1,023,04,3,1,10,1,1,1,04,1,1,2,2
 2,2010,05,2,92,035,03,1,023,05,3,1,04,1,1,1,  , , , , 
 2,2010,05,2,92,035,04,1,024,01,1,2,20,1,1,2,13,5,1,2,2
 2,2010,05,2,92,035,05,1,025,01,1,1,54,1,1,3,10,5,1,2,2
 2,2010,05,2,92,035,06,1,026,01,1,1,46,1,1,2,07,5,1,2,2
 2,2010,05,2,92,035,07,1,027,01,1,2,51,1,1,2,08,5,1,2,2
 2,2010,05,2,92,035,07,1,027,02,5,2,21,1,1,2,11,5,1,2,2
 2,2010,05,2,92,035,07,1,027,03,5,1,04,1,1,1,  , , , , 
 2,2010,05,2,92,035,08,1,028,01,1,1,70,1,1,2,19,5,2,2,2
 2,2010,05,2,92,035,08,1,028,02,2,2,65,1,1,2,05,5,1,2,2
 2,2010,05,2,92,035,08,1,028,03,3,1,40,1,1,2,10,5,1,2,2
 2,2010,05,2,92,035,08,1,028,04,5,2,38,1,1,2,10,5,1,2,2
 2,2010,05,2,92,035,08,1,028,05,5,1,10,1,1,1,05,1,1,2,2
 2,2010,05,2,92,035,08,1,028,06,5,1,07,1,1,1,01,1, , , 
 2,2010,05,2,92,035,09,1,029,01,1,1,51,1,1,2,15,5,1,2,1
 2,2010,05,2,92,035,09,1,029,02,2,2,42,1,1,2,13,5,1,2,1
 2,2010,05,2,92,035,09,1,029,03,3,2,00,1,1,1,  , , , , 
 2,2010,05,2,92,035,10,1,030,01,1,2,80,1,1,3,19,5,2,2,2
 2,2010,05,2,92,035,10,1,030,02,3,2,49,1,1,3,05,5,1,2,2
 2,2010,05,2,92,036,01,1,031,01,1,1,37,1,1,1,10,5,1,2,2
 2,2010,05,2,92,036,01,1,031,02,4,2,81,1,1,3,02,5,1,2,2
 2,2010,05,2,92,036,01,1,031,03,5,2,41,1,1,1,10,5,1,2,2
 2,2010,05,2,92,036,02,1,032,01,1,1,57,1,1,2,10,5,1,2,2
 2,2010,05,2,92,036,02,1,032,02,2,2,50,1,1,2,11,5,1,2,2
 2,2010,05,2,92,036,02,1,032,03,3,2,20,1,1,1,11,5,1,2,2
 2,2010,05,2,92,036,03,1,033,01,1,2,58,1,1,2,10,5,1,2,2
 2,2010,05,2,92,036,03,1,033,02,3,1,21,1,1,1,10,5,1,2,2
 2,2010,05,2,92,036,04,1,034,01,1,1,62,1,1,2,11,5,1,2,1
 2,2010,05,2,92,036,04,1,034,02,2,2,55,1,1,2,10,5,1,2,2
 2,2010,05,2,92,036,04,1,034,03,3,1,20,1,1,1,13,3,1,2,1
 2,2010,05,2,92,036,04,1,034,04,3,1,18,1,1,1,11,5,1,2,2
 2,2010,05,2,92,036,04,1,034,05,3,2,17,1,1,1,11,1,1,2,1
 2,2010,05,2,92,036,05,1,035,01,1,1,42,1,1,2,08,5,1,2,2
 2,2010,05,2,92,036,05,1,035,02,3,2,15,1,1,1,09,1,1,2,2
 2,2010,05,2,92,036,05,1,035,03,3,2,14,1,1,1,08,1,1,2,2
 2,2010,05,2,92,036,05,1,035,04,3,1,04,1,1,1,  , , , , 
 2,2010,05,2,92,036,06,1,036,01,1,1,55,1,1,2,08,5,1,2,2
 2,2010,05,2,92,036,06,1,036,02,2,2,50,1,1,2,10,5,1,2,2
 2,2010,05,2,92,036,06,1,036,03,3,1,28,1,1,1,11,5,1,2,2
 2,2010,05,2,92,036,06,1,036,04,3,1,16,1,1,1,10,1,1,2,2
 2,2010,05,2,92,036,06,1,036,05,3,1,12,1,1,1,06,1,1,2,2
 2,2010,05,2,92,036,07,1,037,01,1,2,65,1,1,3,01,5,1,2,2
 2,2010,05,2,92,036,07,1,037,02,3,2,30,1,1,1,13,5,1,2,1
 2,2010,05,2,92,036,08,1,038,01,1,2,65,1,1,3,05,5,1,2,2
 2,2010,05,2,92,036,08,1,038,02,3,1,40,1,1,1,16,5,1,2,2
 2,2010,05,2,92,036,09,1,039,01,1,1,51,1,1,2,13,5,1,2,1
 2,2010,05,2,92,036,09,1,039,02,2,2,51,1,1,2,08,5,1,2,2
 2,2010,05,2,92,036,09,1,039,03,4,2,85,1,1,3,06,5,1,2,2
 2,2010,05,2,92,036,10,1,040,01,1,2,29,1,1,2,10,5,1,2,1
 2,2010,05,2,92,036,10,1,040,02,3,2,08,1,1,1,03,1, , , 
 2,2010,05,2,92,036,10,1,040,03,3,1,01,1,1,1,  , , , , 
 2,2010,05,2,92,037,01,1,071,01,1,2,81,1,1,5,10,5,1,2,2
 2,2010,05,2,92,037,01,1,071,02,3,1,41,1,1,2,10,5,1,2,2
 2,2010,05,2,92,037,01,1,071,03,5,2,35,1,1,2,15,5,1,2,1
 2,2010,05,2,92,037,01,1,071,04,5,1,08,1,1,1,03,1, , , 
 2,2010,05,2,92,037,02,1,072,01,1,1,48,1,1,2,07,5,1,2,2
