	MONTH	SECTOR	DISTRICT	PSU_NO	HH_NO	BLANK	RES_1	RES_2	RES_3	TIME_1	TIME_2	TIME_3	QQ4	QQ5	QQ6	P1_SERIAL_NO	P3_RELATION_SHIP_TO_HEAD_OF_HOUS	P4_SEX	P5_AGE	P6_ETHNIC_GROUP	P7_RELIGION	P8_MARRIAL_STATUS	P10_PALCE_OF_BIRTH	P11_EDUCATIONAL_ATTAINMENT_5YEAR	P12_ATTENDANCE_AT_SCHOOL	P13_DID_HAVE_VOC_TECH_TRAINING	TEMP_1	P15_CODE	P16_FOMAL_INFORMAL	P17_DURATION	P18_REASON_FOR_GOING_ABROAD	P19_YEAR_OF_LEAVING	P20_COUNTRY_OF_EMPLOYMENT	P22_OCCUPATION	P23_DURATION	Q2_DID_ANY_WORK	Q3_DID_NOT_ANY_WORK	Q4_PASTWEEK_LOOKING_FOR_JOB	Q5_TAKEN_A_JOB_LASTWEEK	Q6_COULDNOT_WORK_LASTWEEK	Q7_NOT_AVAILABLE_LOOKING_FOR_JOB	Q8_WHY_DID_NOT_WORK	Q9A_INDUSTRY	Q9B_OCCUPATION	Q9C_SECTOR	Q9D_STATUS	Q9E_PAID_DAILY	Q10_SHIFT	Q11Y_HOW_LONG_HAVE_CURRENT_EMOLO	Q11M_HOW_LONG_HAVE_CURRENT_EMOLO	Q12Y_HOW_LONG_WORKING_THIS_OCCUP	Q12M_HOW_LONG_WORKING_THIS_OCCUP	Q13_NUMBER_OF_HOURS_USUALLY_WORK	Q14_NUMBEROF_HOURS_ACTIALLY_WORK	Q16_ASK_REASON	Q17_SECONDARY_WORKED	Q18A_INDUSTRY	Q18B_OCCUPATION	Q18C_SECTOR	Q18D_STATUS	Q19Y_HOW_LONG_ENGEGED_THIS_ACTIV	Q19M_HOW_LONG_ENGEGED_THIS_ACTIV	Q20_NO_OF_HOURS_ACTUALLY_WORKED	Q21_ADDITIONAL_WORK	Q22_LOOKING_FOR_ALTERNATIVE_WORK	Q23_WORK_EXPECT_TO_GET	Q24_LOWEST_WAGE_WOULD_ACCEPT	Q25_AVAILABLE_FOR	Q26_SEARCH_OF_WORK	Q27_HOW_LONG_SEEKING	Q28_SEEKING_EMPLOYMENT	Q29_EVER_HAVE_A_JOB	Q30_WHEN_LAST_TIME_JOB	Q31_WHAT_KIND_OF_WORK	Q32_ASSISTANCE_DURING_PERIED_OF	Q33_DO_ANY_WORK_FOR_PAY_PROFIT	Q34_NO_WEEK_WORKED_IN_EACH_MONTH	Q36_AVAILABLE_FOR_WORK	Q37_LOOKING_FOR_WORK_IN_EACH	Q38_THIS_PERSON_WAS	Q39_MAIN_OCCUPATION	Q40A_MULTIPLY_WAGE_DAYS_WORKED	Q40B_ANY_PAYMENTS_IN_KIND	Q41_EMPLOYER_THE_SECONDARY_ACTIV	Q42A_EARNING_FROM_SECOND_JOB	Q42B_ANY_PAYMENTS_IN_KIND	INFLATION_FACTOR
246	4	2	8	137	61	6	1	 	 	60	  	  	  	  	1	6	5	2	32	1	1	1	8	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2321	1	1	2	6	11	0	11	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	39	 	  	1	1	4800	2	2	     	 	195.9555
247	4	2	8	137	64	3	1	 	 	40	  	  	  	  	1	3	3	1	32	1	1	1	8	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2331	2	1	2	6	7	3	7	3	42	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	3500	2	2	     	 	195.9555
248	4	2	8	137	70	1	1	 	 	45	  	  	  	  	1	1	1	1	62	1	1	2	8	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	4001	7122	2	3	 	 	40	0	40	0	56	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	47	 	  	1	2	     	 	2	     	 	195.9555
249	4	2	8	137	70	3	1	 	 	45	  	  	  	  	1	3	3	1	30	1	1	2	8	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	4001	7122	2	3	 	 	3	0	3	0	56	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	46	 	  	1	2	     	 	2	     	 	195.9555
250	4	2	8	137	70	7	1	 	 	45	  	  	  	  	1	7	5	1	22	1	1	2	8	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	4001	7122	2	4	 	 	0	6	0	6	56	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	46	 	  	1	2	     	 	2	     	 	195.9555
251	4	2	9	13	22	1	1	 	 	20	  	  	  	  	1	1	1	1	54	1	1	2	8	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	113	6111	2	3	 	 	4	6	4	6	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	2	     	 	2	     	 	160.1338
252	4	2	9	40	34	1	1	 	 	30	  	  	  	  	1	1	1	1	37	1	1	2	9	16	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8310	2321	1	1	2	5	1	0	11	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	5200	2	2	     	 	126.2686
253	4	2	9	40	34	2	1	 	 	30	  	  	  	  	1	2	2	2	33	1	1	2	7	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2321	1	1	2	5	5	0	10	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	5320	2	2	     	 	126.2686
254	4	2	9	40	37	2	1	 	 	30	  	  	  	  	1	2	5	2	30	1	1	1	9	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	2123	7412	2	3	 	 	4	0	4	0	35	0	4	2	    	    	 	 	  	  	  	 	 	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	126.2686
255	4	2	9	40	40	7	1	 	 	60	  	  	  	  	1	7	5	2	42	1	1	1	9	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	8591	5141	2	3	 	 	2	0	2	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	126.2686
256	4	2	9	40	41	1	1	 	 	35	  	  	  	  	1	1	1	1	42	1	1	2	9	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	5208	5220	2	3	 	 	15	0	15	0	60	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	126.2686
257	4	2	9	40	43	1	1	 	 	35	  	  	  	  	1	1	1	1	60	1	1	2	9	2	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	6114	8324	2	1	1	 	0	6	0	6	60	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	2250	2	2	     	 	126.2686
258	4	2	9	40	43	5	1	 	 	35	  	  	  	  	1	5	5	1	29	1	1	2	9	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	2220	7433	2	1	1	1	0	2	0	2	30	0	4	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	8	1	40	2	1	1000	2	2	     	 	126.2686
259	4	2	9	133	69	2	1	 	 	30	  	  	  	  	1	2	2	2	24	1	1	2	9	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	5203	5220	2	4	 	 	1	0	1	0	30	0	1	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	42	 	  	1	2	     	 	2	     	 	193.5123
260	4	2	18	111	35	2	1	 	 	40	  	  	  	  	1	2	2	2	27	1	1	2	5	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	130	6113	2	3	 	 	5	0	5	0	16	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	2	     	 	2	     	 	269.12
261	4	2	18	164	47	1	1	 	 	45	  	  	  	  	1	1	1	1	61	1	1	2	18	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8599	9211	2	1	1	1	5	0	6	0	40	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	2000	2	2	     	 	118.7186
262	4	2	18	164	50	1	1	 	 	30	  	  	  	  	1	1	1	1	52	1	1	2	18	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	111	6111	2	3	 	 	20	0	20	0	20	0	3	1	40	271	2	2	21	10	0	2	4	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	1	2400	2	118.7186
263	4	2	18	164	50	3	1	 	 	30	  	  	  	  	1	3	3	1	23	1	1	1	18	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	111	6111	2	4	 	 	2	0	2	0	10	0	3	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	20	1	52	2	2	     	 	2	     	 	118.7186
264	4	2	18	164	51	1	1	 	 	30	  	  	  	  	1	1	1	2	51	1	1	3	25	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	111	6111	2	3	 	 	3	0	3	0	10	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	118.7186
265	4	2	18	164	56	1	1	 	 	30	  	  	  	  	1	1	1	1	35	1	1	2	18	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8399	9211	2	1	1	1	0	10	15	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	1	2000	 	2	     	 	118.7186
266	4	2	18	164	57	1	1	 	 	20	  	  	  	  	1	1	1	1	37	1	1	2	18	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	8399	9211	2	1	1	6	1	0	17	0	32	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	1500	 	2	     	 	118.7186
267	4	2	18	212	64	1	1	 	 	30	  	  	  	  	1	1	1	1	68	1	1	2	18	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	111	6111	2	3	 	 	48	0	48	0	50	20	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	623.851
268	4	2	18	212	73	2	1	 	 	30	  	  	  	  	1	2	2	2	34	1	1	2	18	2	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	116	9211	2	1	1	5	10	0	10	0	56	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	34	 	  	1	1	600	2	2	     	 	623.851
269	4	2	18	212	75	4	1	 	 	35	  	  	  	  	1	4	5	1	34	1	1	4	18	8	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	111	6111	2	4	 	 	14	0	14	0	56	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	46	 	  	1	2	     	 	2	     	 	623.851
270	4	2	19	53	35	1	1	 	 	25	  	  	  	  	1	1	1	1	59	1	4	2	19	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	2134	9114	2	3	 	 	5	0	5	0	84	0	9	1	123	6122	2	3	1	0	48	2	0	    	    	 	     	  	 	 	 	    	     	1	46	 	  	1	2	     	 	2	     	 	202.2182
271	4	2	19	102	47	1	1	 	 	30	  	  	  	  	1	1	1	1	26	1	1	2	18	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	8	0	8	0	56	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	73.7408
272	4	2	19	102	48	1	1	 	 	25	  	  	  	  	1	1	1	1	25	1	1	2	18	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	7	0	7	0	56	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	73.7408
273	4	2	19	102	49	1	1	 	 	25	  	  	  	  	1	1	1	1	38	1	1	2	18	2	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	22	0	22	0	56	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	13	2	  	3	2	     	 	2	     	 	73.7408
274	4	2	19	102	50	1	1	 	 	30	  	  	  	  	1	1	1	1	30	1	1	2	18	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	15	0	15	0	56	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	73.7408
275	4	2	19	102	51	1	1	 	 	35	  	  	  	  	1	1	1	1	32	1	1	2	18	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	16	0	16	0	56	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	29	 	  	1	2	     	 	2	     	 	73.7408
276	4	2	19	102	51	2	1	 	 	35	  	  	  	  	1	2	2	2	24	1	1	2	18	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	8	0	8	0	40	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	29	 	  	1	2	     	 	2	     	 	73.7408
277	4	2	19	102	52	1	1	 	 	35	  	  	  	  	1	1	1	1	35	1	1	2	18	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	15	0	15	0	56	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	73.7408
278	4	2	19	102	53	1	1	 	 	30	  	  	  	  	1	1	1	1	42	1	1	2	18	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	20	0	20	0	56	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	2	     	 	2	     	 	73.7408
279	4	2	19	102	55	1	1	 	 	35	  	  	  	  	1	1	1	1	44	1	1	2	18	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	30	0	30	0	56	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	73.7408
280	4	2	19	102	57	1	1	 	 	35	  	  	  	  	1	1	1	1	54	1	1	2	18	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	37	0	37	0	56	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	73.7408
281	4	2	19	102	57	3	1	 	 	35	  	  	  	  	1	3	3	1	19	1	1	1	19	12	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	2	0	2	0	56	0	5	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	73.7408
282	4	2	19	102	59	2	1	 	 	35	  	  	  	  	1	2	2	2	39	1	1	2	18	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	19	0	19	0	56	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	2	     	 	2	     	 	73.7408
283	4	2	20	92	17	2	1	 	 	20	  	  	  	  	1	2	3	1	29	1	1	1	20	3	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	2220	8263	2	1	2	 	2	6	2	6	45	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	1	0	2	2	     	 	227.051
284	4	2	20	92	17	3	1	 	 	20	  	  	  	  	1	3	3	1	24	1	1	1	20	3	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	1	2220	8263	2	1	2	 	2	0	2	0	45	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	1	0	2	2	     	 	227.051
285	4	2	20	92	20	1	1	 	 	20	  	  	  	  	1	1	1	2	49	1	1	3	20	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	111	6111	2	3	 	 	24	0	24	0	42	0	6	1	85	9993	4	1	21	20	0	2	0	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	2	     	 	1	900	2	227.051
286	4	2	20	92	20	2	1	 	 	20	  	  	  	  	1	2	3	1	24	1	1	1	20	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	6	111	6111	2	4	 	 	6	0	6	0	40	0	6	1	85	9993	4	1	21	4	6	2	0	    	    	 	     	  	 	 	 	    	     	1	34	 	  	1	2	     	 	1	1600	2	227.051
287	4	2	20	92	21	1	1	 	 	18	  	  	  	  	1	1	1	1	29	4	3	2	20	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8310	2310	1	1	2	1	8	4	8	4	30	0	3	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	1	5120	2	2	     	 	227.051
288	4	2	20	109	38	1	1	 	 	20	  	  	  	  	1	1	1	1	33	1	1	2	20	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	6	111	6111	2	3	 	 	12	0	12	0	70	0	6	1	85	9993	4	1	21	5	0	2	0	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	2	     	 	1	2250	2	53.4773
289	4	2	20	239	63	2	1	 	 	15	  	  	  	  	1	2	2	2	40	1	1	2	20	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	111	6111	2	4	 	 	20	0	25	0	30	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	29	 	  	1	2	     	 	2	     	 	60.1055
290	4	2	20	239	64	2	1	 	 	25	  	  	  	  	1	2	2	2	58	1	1	2	20	2	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	111	6111	2	4	 	 	28	0	35	0	15	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	18	2	  	3	2	     	 	2	     	 	60.1055
291	4	2	20	248	85	1	1	 	 	45	  	  	  	  	1	1	1	1	23	1	1	2	20	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	111	6111	2	3	 	 	5	0	5	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	121.9864
292	4	2	20	248	85	2	1	 	 	45	  	  	  	  	1	2	2	2	20	1	1	2	20	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	111	6111	2	4	 	 	3	0	3	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	121.9864
293	4	2	21	23	16	1	1	 	 	15	  	  	  	  	1	1	1	1	36	1	1	2	4	4	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	5	111	6111	2	3	 	 	20	0	20	0	24	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	42	 	  	1	2	     	 	2	     	 	68.8511
294	4	2	21	23	18	1	6	 	 	1	  	  	  	  	 	  	 	1	32	1	1	2	21	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8100	7135	1	1	 	5	10	0	10	0	70	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	2000	2	2	     	 	68.8511
295	4	2	21	23	18	2	6	 	 	1	  	  	  	  	 	  	 	2	25	1	1	2	21	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	2220	7433	2	1	1	1	2	0	2	0	48	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	3150	1	2	     	 	68.8511
296	4	2	21	23	20	1	1	 	 	25	  	  	  	  	1	1	1	1	55	1	1	2	5	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	111	6111	2	3	 	 	30	0	30	0	21	20	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	42	 	  	1	2	     	 	2	     	 	68.8511
297	4	2	21	23	20	4	1	 	 	25	  	  	  	  	1	4	3	1	20	1	1	1	21	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	111	6111	2	4	 	 	3	0	3	0	28	15	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	41	 	  	1	2	     	 	2	     	 	68.8511
298	4	2	21	23	25	1	1	 	 	15	  	  	  	  	1	1	1	1	34	1	1	2	21	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	15	0	15	0	30	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	2	     	 	2	     	 	68.8511
299	4	2	21	23	25	2	1	 	 	15	  	  	  	  	1	2	2	2	30	1	1	2	5	2	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	111	6111	2	4	 	 	12	0	12	0	28	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	2	     	 	2	     	 	68.8511
300	4	2	21	23	28	1	1	 	 	20	  	  	  	  	1	1	1	1	40	1	1	2	5	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	25	0	25	0	25	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	2	     	 	68.8511
301	4	2	21	23	30	2	7	 	 	  	  	  	  	  	 	  	 	1	44	1	1	2	5	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	5310	5123	2	4	 	 	15	0	15	0	40	56	 	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	2	     	 	2	     	 	68.8511
302	4	2	21	33	31	1	1	 	 	25	  	  	  	  	1	1	1	1	43	1	4	2	3	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	15	0	15	0	28	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	35	 	  	1	2	     	 	2	     	 	56.7216
303	4	2	21	33	33	1	1	 	 	20	  	  	  	  	1	1	1	1	41	1	1	2	5	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	0	9	2	1	1	 	25	0	25	0	22	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	39	 	  	1	1	2250	1	2	     	 	56.7216
304	4	2	21	33	39	1	1	 	 	15	  	  	  	  	1	1	1	1	26	1	1	2	21	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	4	0	4	0	28	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	31	 	  	1	2	     	 	2	     	 	56.7216
305	4	2	21	33	40	1	1	 	 	25	  	  	  	  	1	1	1	1	39	1	1	2	3	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	15	0	15	0	28	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	2	     	 	2	     	 	56.7216
306	4	2	21	33	40	4	1	 	 	25	  	  	  	  	1	4	3	1	19	1	1	1	21	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	2	0	2	0	8	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	27	 	  	1	2	     	 	2	     	 	56.7216
307	4	2	21	33	41	1	1	 	 	25	  	  	  	  	1	1	1	1	40	1	1	2	3	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	111	6111	2	3	 	 	12	0	12	0	28	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	2	     	 	2	     	 	56.7216
308	4	2	21	33	41	2	1	 	 	25	  	  	  	  	1	2	2	2	40	1	1	2	18	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	111	6111	2	4	 	 	12	0	12	0	10	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	34	 	  	1	2	     	 	2	     	 	56.7216
309	4	2	21	33	44	1	1	 	 	20	  	  	  	  	1	1	1	1	30	1	1	2	21	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	10	0	10	0	30	0	9	1	    	    	 	 	  	  	  	 	 	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	1	4500	1	56.7216
310	4	2	21	33	44	2	1	 	 	20	  	  	  	  	1	2	2	2	30	1	1	2	6	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	0	9	2	1	2	1	8	0	8	0	30	30	 	2	    	    	 	 	  	  	  	 	 	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	800	2	2	     	 	56.7216
311	4	2	21	33	45	3	1	 	 	20	  	  	  	  	1	3	3	1	30	1	1	1	4	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	0	9	2	1	1	5	10	0	10	0	24	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	41	 	  	1	1	1550	1	2	     	 	56.7216
312	4	2	21	45	49	1	1	 	 	35	  	  	  	  	1	1	1	1	34	1	1	2	21	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	7	0	7	0	40	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	2	     	 	2	     	 	56.1474
313	4	2	21	45	49	2	1	 	 	35	  	  	  	  	1	2	2	2	31	1	1	2	4	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8310	2321	1	1	2	1	7	0	7	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	1	3234	2	2	     	 	56.1474
314	4	2	21	45	50	2	1	 	 	35	  	  	  	  	1	2	2	2	23	1	4	2	21	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	2211	7432	2	1	2	1	0	8	0	8	40	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	650	2	2	     	 	56.1474
