	MONTH	SECTOR	DISTRICT	PSU_NO	HH_NO	BLANK	RES_1	RES_2	RES_3	TIME_1	TIME_2	TIME_3	QQ4	QQ5	QQ6	P1_SERIAL_NO	P3_RELATION_SHIP_TO_HEAD_OF_HOUS	P4_SEX	P5_AGE	P6_ETHNIC_GROUP	P7_RELIGION	P8_MARRIAL_STATUS	P10_PALCE_OF_BIRTH	P11_EDUCATIONAL_ATTAINMENT_5YEAR	P12_ATTENDANCE_AT_SCHOOL	P13_DID_HAVE_VOC_TECH_TRAINING	TEMP_1	P15_CODE	P16_FOMAL_INFORMAL	P17_DURATION	P18_REASON_FOR_GOING_ABROAD	P19_YEAR_OF_LEAVING	P20_COUNTRY_OF_EMPLOYMENT	P22_OCCUPATION	P23_DURATION	Q2_DID_ANY_WORK	Q3_DID_NOT_ANY_WORK	Q4_PASTWEEK_LOOKING_FOR_JOB	Q5_TAKEN_A_JOB_LASTWEEK	Q6_COULDNOT_WORK_LASTWEEK	Q7_NOT_AVAILABLE_LOOKING_FOR_JOB	Q8_WHY_DID_NOT_WORK	Q9A_INDUSTRY	Q9B_OCCUPATION	Q9C_SECTOR	Q9D_STATUS	Q9E_PAID_DAILY	Q10_SHIFT	Q11Y_HOW_LONG_HAVE_CURRENT_EMOLO	Q11M_HOW_LONG_HAVE_CURRENT_EMOLO	Q12Y_HOW_LONG_WORKING_THIS_OCCUP	Q12M_HOW_LONG_WORKING_THIS_OCCUP	Q13_NUMBER_OF_HOURS_USUALLY_WORK	Q14_NUMBEROF_HOURS_ACTIALLY_WORK	Q16_ASK_REASON	Q17_SECONDARY_WORKED	Q18A_INDUSTRY	Q18B_OCCUPATION	Q18C_SECTOR	Q18D_STATUS	Q19Y_HOW_LONG_ENGEGED_THIS_ACTIV	Q19M_HOW_LONG_ENGEGED_THIS_ACTIV	Q20_NO_OF_HOURS_ACTUALLY_WORKED	Q21_ADDITIONAL_WORK	Q22_LOOKING_FOR_ALTERNATIVE_WORK	Q23_WORK_EXPECT_TO_GET	Q24_LOWEST_WAGE_WOULD_ACCEPT	Q25_AVAILABLE_FOR	Q26_SEARCH_OF_WORK	Q27_HOW_LONG_SEEKING	Q28_SEEKING_EMPLOYMENT	Q29_EVER_HAVE_A_JOB	Q30_WHEN_LAST_TIME_JOB	Q31_WHAT_KIND_OF_WORK	Q32_ASSISTANCE_DURING_PERIED_OF	Q33_DO_ANY_WORK_FOR_PAY_PROFIT	Q34_NO_WEEK_WORKED_IN_EACH_MONTH	Q36_AVAILABLE_FOR_WORK	Q37_LOOKING_FOR_WORK_IN_EACH	Q38_THIS_PERSON_WAS	Q39_MAIN_OCCUPATION	Q40A_MULTIPLY_WAGE_DAYS_WORKED	Q40B_ANY_PAYMENTS_IN_KIND	Q41_EMPLOYER_THE_SECONDARY_ACTIV	Q42A_EARNING_FROM_SECOND_JOB	Q42B_ANY_PAYMENTS_IN_KIND	INFLATION_FACTOR
315	4	2	21	45	52	1	1	 	 	30	  	  	  	  	1	1	1	1	24	1	1	2	21	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	3	0	3	0	40	0	5	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	56.1474
316	4	2	21	45	55	5	1	 	 	40	  	  	  	  	1	5	3	1	21	1	1	1	21	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	5	0	5	0	40	0	5	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	27	 	  	1	2	     	 	2	     	 	56.1474
317	4	2	21	45	55	6	1	 	 	40	  	  	  	  	1	6	3	1	19	1	1	1	21	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	4	 	 	4	0	4	0	40	0	5	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	27	 	  	1	2	     	 	2	     	 	56.1474
318	4	2	21	45	56	1	1	 	 	45	  	  	  	  	1	1	1	1	35	1	1	2	21	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	111	6111	2	3	 	 	16	0	16	0	40	0	5	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	56.1474
319	4	2	22	9	34	1	1	 	 	30	  	  	  	  	1	1	1	1	34	1	1	2	22	16	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8310	2321	1	1	2	1	7	0	7	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	5220	2	2	     	 	100.1422
320	4	2	22	9	34	2	1	 	 	30	  	  	  	  	1	2	2	2	28	1	1	2	22	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2331	1	1	2	1	5	0	5	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	2000	2	2	     	 	100.1422
321	4	2	22	9	41	1	4	 	 	1	  	  	  	  	 	  	 	1	36	1	1	2	22	15	3	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8310	2321	1	1	2	1	5	0	8	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	4025	 	2	     	 	100.1422
322	4	2	22	9	41	2	4	 	 	1	  	  	  	  	 	  	 	2	33	1	1	2	22	13	2	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2331	1	1	2	1	4	0	8	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	3570	 	2	     	 	100.1422
323	4	2	22	103	34	1	1	 	 	30	  	  	  	  	1	1	1	1	34	1	1	2	22	16	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8310	2321	1	1	2	1	7	0	7	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	5220	2	2	     	 	100.1422
324	4	2	22	103	34	2	1	 	 	30	  	  	  	  	1	2	2	2	28	1	1	2	22	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2331	1	1	2	1	5	0	5	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	2000	2	2	     	 	100.1422
325	4	2	22	103	41	1	4	 	 	1	  	  	  	  	 	  	 	1	36	1	1	2	22	15	3	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8310	2321	1	1	2	1	5	0	8	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	4025	 	2	     	 	100.1422
326	4	2	22	103	41	2	4	 	 	1	  	  	  	  	 	  	 	2	33	1	1	2	22	13	2	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8310	2331	1	1	2	1	4	0	8	0	30	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	1	3570	 	2	     	 	100.1422
327	4	2	23	102	22	2	6	 	 	61	  	30	0	0	1	2	3	2	38	1	1	1	22	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	9211	2	1	1	1	5	0	5	0	27	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	225	2	2	     	 	129.03799999999998
328	4	2	23	102	23	2	6	 	 	61	  	30	0	0	1	2	2	2	49	1	1	2	23	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	121	9211	2	1	1	1	5	0	5	0	50	0	9	2	    	    	 	 	  	  	  	 	 	    	    	 	     	  	 	 	 	    	     	1	24	2	  	3	1	1600	2	2	     	 	129.03799999999998
329	4	2	23	102	24	3	6	 	 	61	  	30	0	0	1	3	3	1	18	1	1	1	23	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	4	 	 	1	0	1	0	30	0	9	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	38	 	  	1	2	     	 	2	     	 	129.03799999999998
330	4	2	23	102	26	1	6	 	 	1	  	  	  	  	 	  	 	1	37	1	1	2	22	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	3	 	 	25	0	25	0	70	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	42	 	  	1	2	     	 	2	     	 	129.03799999999998
331	4	2	23	102	27	1	1	 	 	40	  	  	  	  	1	1	1	1	51	1	1	2	23	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	3	 	 	30	0	30	0	56	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	129.03799999999998
332	4	2	23	102	27	2	1	 	 	40	  	  	  	  	1	2	2	2	47	1	1	2	23	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	112	6111	2	4	 	 	20	0	20	0	24	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	2	     	 	2	     	 	129.03799999999998
333	4	2	23	102	28	2	1	 	 	30	  	  	  	  	1	2	3	1	40	1	1	1	23	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	3	 	 	15	0	15	0	24	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	2	     	 	2	     	 	129.03799999999998
334	4	3	4	157	129	3	1	 	 	30	  	  	  	  	1	3	5	2	26	3	2	2	4	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	114	9211	1	1	1	1	2	0	5	0	48	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	1	80	1	2	     	 	156.2572
335	4	3	23	104	64	2	1	 	 	30	  	  	  	  	1	2	3	1	28	4	3	1	23	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	121	9211	2	1	1	1	10	0	10	0	60	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	42	 	  	1	1	2800	1	2	     	 	3.8328
336	4	3	23	104	66	1	1	 	 	30	  	  	  	  	1	1	1	1	39	1	1	2	23	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	113	6111	2	3	 	 	20	0	20	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	3.8328
337	4	3	23	104	66	2	1	 	 	30	  	  	  	  	1	2	2	2	30	1	1	2	23	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	4	 	 	10	0	10	0	30	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	3.8328
338	4	3	23	104	68	1	1	 	 	20	  	  	  	  	1	1	1	2	41	1	1	5	23	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	3	 	 	15	0	15	0	25	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	33	 	  	1	2	     	 	2	     	 	3.8328
339	4	3	23	104	68	2	1	 	 	20	  	  	  	  	1	2	3	1	19	1	1	1	23	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	4	 	 	1	0	1	0	30	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	33	 	  	1	2	     	 	2	     	 	3.8328
340	4	3	23	104	70	1	1	 	 	30	  	  	  	  	1	1	1	1	45	1	1	2	23	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	3	 	 	25	0	25	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	2	     	 	3.8328
341	4	3	23	104	70	2	1	 	 	30	  	  	  	  	1	2	2	2	38	1	1	2	23	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	4	 	 	20	0	20	0	20	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	3.8328
342	4	3	23	104	70	3	1	 	 	30	  	  	  	  	1	3	3	1	17	1	1	1	23	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	113	6111	2	4	 	 	1	0	1	0	20	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	3.8328
343	4	3	23	104	71	1	1	 	 	30	  	  	  	  	1	1	1	1	34	1	1	2	23	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	121	6111	2	3	 	 	15	0	15	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	2	     	 	3.8328
344	4	3	23	104	72	1	1	 	 	30	  	  	  	  	1	1	1	1	31	1	1	2	23	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	121	6111	2	3	 	 	10	0	10	0	32	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	37	 	  	1	2	     	 	2	     	 	3.8328
345	5	1	1	312	95	3	1	 	 	35	  	  	  	  	1	3	3	1	30	1	1	1	1	15	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	2	8100	2310	1	1	2	1	5	0	5	0	40	0	2	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	10000	2	2	     	 	80.0534
346	5	1	1	312	101	1	1	 	 	25	  	  	  	  	1	1	1	1	47	1	1	2	1	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	2	8100	3118	1	1	2	1	20	0	20	0	40	0	2	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	7000	2	2	     	 	80.0534
347	5	1	1	356	131	1	1	 	 	40	  	  	  	  	1	1	1	1	42	1	1	2	1	5	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	4001	7122	2	1	1	1	25	0	25	0	50	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	34	 	  	1	1	0	2	2	     	 	199.8309
348	5	1	1	356	131	4	1	 	 	40	  	  	  	  	1	4	3	1	23	1	1	2	1	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	4001	7122	2	1	1	1	2	0	2	0	50	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	0	 	2	     	 	199.8309
349	5	1	1	356	132	1	1	 	 	25	  	  	  	  	1	1	1	1	39	1	1	2	1	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	4001	9211	2	1	1	1	15	0	15	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	0	2	2	     	 	199.8309
350	5	1	2	144	9	1	6	 	 	61	  	30	0	0	1	1	1	1	24	1	1	2	1	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	4001	7122	2	1	1	1	4	0	4	0	48	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	36	 	  	1	1	5250	2	2	     	 	48.5273
351	5	1	2	144	11	6	1	 	 	40	  	  	  	  	1	6	5	2	27	1	1	2	2	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	2123	7412	2	3	 	 	2	0	2	0	35	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	2	     	 	2	     	 	48.5273
352	5	1	2	144	15	1	1	 	 	32	  	  	  	  	1	1	1	1	49	1	1	2	1	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	8600	5113	2	1	1	1	17	0	17	0	70	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	21	2	  	3	1	     	2	2	     	 	48.5273
353	5	1	2	266	33	1	1	 	 	40	  	  	  	  	1	1	1	1	55	1	4	2	1	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	6121	3142	2	1	2	6	15	0	15	0	60	0	3	1	52	352	2	0	22	0	3	6	0	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	1	60000	2	2	     	 	18.8363
354	5	1	2	266	35	1	1	 	 	30	  	  	  	  	1	1	1	1	49	1	1	2	24	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	2	2552	8231	1	1	2	6	20	0	20	0	48	0	2	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	1	0	2	2	     	 	18.8363
355	5	1	3	173	8	2	1	 	 	15	  	  	  	  	1	2	2	2	34	1	1	2	3	10	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	2212	7433	2	3	 	 	8	0	8	0	12	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	4	2	  	3	2	     	 	2	     	 	155.5323
356	5	1	5	65	8	1	1	 	 	30	  	  	  	  	1	1	1	1	70	1	1	2	5	4	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	114	9211	2	1	1	6	40	0	40	0	40	0	9	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	50	 	  	1	1	2500	2	2	     	 	60.7813
357	5	1	20	181	11	2	1	 	 	30	  	  	  	  	1	2	5	1	39	1	1	1	7	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	5201	5220	2	3	 	 	7	0	7	0	40	0	4	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	225.5496
358	5	1	20	181	11	3	1	 	 	30	  	  	  	  	1	3	5	1	37	1	1	1	7	11	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	4	5201	5220	2	4	 	 	7	0	7	0	40	0	4	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	2	     	 	2	     	 	225.5496
359	5	2	1	200	144	4	1	 	 	40	  	  	  	  	1	4	3	1	34	1	1	1	1	2	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	8513	9321	2	4	 	 	5	5	5	5	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	24	2	  	3	2	     	 	2	     	 	354.911
360	5	2	1	200	145	1	1	 	 	35	  	  	  	  	1	1	1	1	50	1	1	2	1	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	8100	8322	1	1	2	5	15	0	15	0	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	2	  	2	  	3	1	     	2	2	     	 	354.911
361	5	2	1	200	146	3	1	 	 	25	  	  	  	  	1	3	5	1	32	1	1	2	19	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	3	8100	110	1	1	2	5	13	  	13	0	60	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	35	 	  	1	1	4800	2	2	     	 	354.911
362	5	2	1	200	150	1	1	 	 	35	  	  	  	  	1	1	1	1	40	1	1	2	1	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	4001	7122	2	1	1	6	20	0	20	0	40	0	5	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	1	3000	2	2	     	 	354.911
363	5	2	1	200	152	1	1	 	 	20	  	  	  	  	1	1	1	1	60	1	1	2	1	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	111	6111	2	3	 	 	40	0	40	0	50	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	33	 	  	1	2	     	 	2	     	 	354.911
364	5	2	1	200	152	3	1	 	 	20	  	  	  	  	1	3	3	2	22	1	1	1	1	13	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	8100	2231	1	1	1	4	0	6	0	6	40	40	 	2	    	    	 	 	  	  	  	2	1	    	    	 	     	  	 	 	 	    	     	1	12	2	  	3	1	900	2	2	     	 	354.911
365	5	2	1	200	153	1	1	 	 	35	  	  	  	  	1	1	1	1	30	1	1	2	1	13	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	8100	110	1	1	1	5	12	0	12	0	84	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	30	 	  	1	1	5800	2	2	     	 	354.911
366	5	2	1	236	181	1	1	 	 	45	  	  	  	  	1	1	1	1	35	1	1	2	1	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	8513	9114	1	1	2	1	11	0	11	0	48	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	45	 	  	1	1	1	2	2	     	 	398.4339
367	5	2	2	38	62	3	1	 	 	30	  	  	  	  	1	3	5	1	42	1	1	2	2	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	1990	7113	2	1	1	1	5	0	5	0	56	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	3000	2	2	     	 	273.2252
368	5	2	2	64	81	3	4	 	 	  	  	  	  	  	 	  	 	1	25	1	1	1	2	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	2220	9322	2	1	2	6	1	6	1	6	40	0	9	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	40	 	  	1	1	2000	2	2	     	 	295.7666
369	5	2	2	87	98	1	6	 	 	61	  	40	0	0	1	1	1	1	55	1	1	2	2	5	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	4001	7122	2	1	1	6	15	0	15	0	60	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	7	2	  	3	1	1	2	2	     	 	260.9638
370	5	2	3	63	16	6	1	 	 	30	  	  	  	  	1	6	5	1	23	1	1	1	3	8	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	114	9211	2	1	1	1	8	0	8	0	40	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	46	 	  	1	1	1100	1	2	     	 	238.2628
371	5	2	3	63	18	2	1	 	 	30	  	  	  	  	1	2	3	1	18	1	1	1	3	6	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	5	115	9211	2	1	1	1	2	0	2	0	56	0	5	2	    	    	 	 	  	  	  	1	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	1200	2	2	     	 	238.2628
372	5	2	3	63	20	1	1	 	 	30	  	  	  	  	1	1	1	1	38	1	1	2	3	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	2133	8279	2	3	 	 	15	0	15	0	30	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	47	 	  	1	2	     	 	2	     	 	238.2628
373	5	2	3	106	43	2	1	 	 	20	  	  	  	  	1	2	2	2	32	1	1	2	3	7	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	115	9211	2	1	1	1	0	5	0	5	49	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	27	 	  	1	1	455	2	2	     	 	298.2423
374	5	2	3	188	83	1	1	 	 	15	  	  	  	  	1	1	1	1	51	1	1	2	3	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	4002	7129	2	1	1	6	0	0	24	0	16	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	1	600	2	2	     	 	372.0153
375	5	2	3	188	84	1	1	 	 	15	  	  	  	  	1	1	1	1	32	1	1	2	3	10	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	4001	7122	2	1	1	6	0	4	0	4	40	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	1	2000	2	2	     	 	372.0153
376	5	2	3	188	85	1	1	 	 	15	  	  	  	  	1	1	1	1	40	1	1	2	3	11	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	2819	7222	2	2	 	 	0	1	1	0	60	0	3	1	21	3382	7	9	22	6	0	1	0	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	372.0153
377	5	2	3	188	88	1	1	 	 	15	  	  	  	  	1	1	1	1	56	1	1	2	3	9	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	9	4002	7122	2	1	1	6	0	1	6	0	24	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	20	2	  	3	1	1000	2	2	     	 	372.0153
378	5	2	3	188	89	1	1	 	 	15	  	  	  	  	1	1	1	1	51	1	1	2	3	8	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	4002	7122	2	1	1	6	5	0	5	0	24	0	9	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	16	2	  	3	1	1500	2	2	     	 	372.0153
379	5	2	3	193	104	2	1	 	 	25	  	  	  	  	1	2	2	2	47	2	2	2	3	3	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	2	114	9211	1	1	1	1	8	0	8	0	40	0	1	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	28	 	  	1	1	0	2	2	     	 	149.4935
380	5	2	4	138	51	1	1	 	 	20	  	  	  	  	1	1	1	1	36	1	1	2	4	9	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	9	6116	8322	2	3	 	 	10	0	10	0	60	0	9	2	    	    	 	 	  	  	  	1	1	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	2	     	 	2	     	 	119.4733
381	5	2	4	138	53	3	1	 	 	20	  	  	  	  	1	3	3	2	26	1	1	2	4	19	5	2	  	  	 	  	 	    	  	    	  	2	1	 	 	 	 	1	114	9211	1	1	2	1	8	0	8	0	48	0	3	2	    	    	 	 	  	  	  	2	2	    	    	 	     	  	 	 	 	    	     	1	52	 	  	1	1	1866	1	2	     	 	119.4733
382	5	2	5	14	24	1	1	 	 	15	  	  	  	  	1	1	1	1	33	1	1	2	5	5	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	3	2119	8152	2	1	1	6	0	1	14	0	70	0	3	1	111	6111	2	3	15	0	30	2	0	    	    	 	     	  	 	 	 	    	     	1	48	 	  	1	1	3600	1	2	     	 	58.6629
383	5	2	5	160	62	1	1	 	 	25	  	  	  	  	1	1	1	1	36	1	1	2	5	4	5	1	  	  	 	  	 	    	  	    	  	 	1	 	 	 	 	5	220	6141	2	3	 	6	5	0	5	0	56	0	5	1	2320	7124	2	3	8	0	0	0	0	    	    	 	     	  	 	 	 	    	     	1	32	 	  	1	2	     	 	2	     	 	138.5987
