REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,DS,PSU,HUNO,HHNO,HHSERNO,Q40SERNO,Q40A,Q40B,Q41,Q42,Q43,Q44
 9,2014,06,2,33,24,047,09,1,049,01,43,43, , ,  , 
 9,2014,06,2,33,24,047,09,1,049,02,28,  ,2, ,  , 
 9,2014,06,2,33,24,047,10,1,050,01,54,54, , ,  , 
 9,2014,06,2,33,25,048,01,1,011,01,63,67, , ,  , 
 9,2014,06,2,33,25,048,01,1,011,02,30,  ,2, ,  , 
 9,2014,06,2,33,25,048,02,1,012,01,40,48, , ,  , 
 9,2014,06,2,33,25,048,02,1,012,02,40,40, , ,  , 
 9,2014,06,2,33,25,048,03,1,013,01,30,  ,1,3,30,1
 9,2014,06,2,33,25,048,04,1,014,01,63,63, , ,  , 
 9,2014,06,2,33,25,048,04,1,014,03,50,50, , ,  , 
 9,2014,06,2,33,25,048,04,1,014,04,50,50, , ,  , 
 9,2014,06,2,33,25,048,05,1,015,03,70,30, , ,  , 
 9,2014,06,2,33,25,048,06,1,016,01,40,56, , ,  , 
 9,2014,06,2,33,25,048,09,1,019,01,57,55, , ,  , 
 9,2014,06,2,33,30,049,02,1,072,01,40,32, , ,  , 
 9,2014,06,2,33,30,049,04,1,074,01,50,50, , ,  , 
 9,2014,06,2,33,30,049,04,1,074,03,60,60, , ,  , 
 9,2014,06,2,33,30,049,05,1,075,02,60,60, , ,  , 
 9,2014,06,2,33,30,049,07,1,077,02,60,60, , ,  , 
 9,2014,06,2,33,30,049,10,1,080,04,60,60, , ,  , 
 9,2014,06,2,33,33,050,01,1,001,02,40,40, , ,  , 
 9,2014,06,2,33,33,050,02,1,002,01,96,96, , ,  , 
 9,2014,06,2,33,33,050,03,1,003,01,40,40, , ,  , 
 9,2014,06,2,33,33,050,03,1,003,02,35,35, , ,  , 
 9,2014,06,2,33,33,050,04,1,004,01,80,92, , ,  , 
 9,2014,06,2,33,33,050,05,1,005,01,56,56, , ,  , 
 9,2014,06,2,33,33,050,05,1,005,02,40,40, , ,  , 
 9,2014,06,2,33,33,050,06,1,006,01,40,40, , ,  , 
 9,2014,06,2,33,33,050,06,1,006,02,40,40, , ,  , 
 9,2014,06,2,33,33,050,07,1,007,01,84,84, , ,  , 
 9,2014,06,2,33,33,050,09,1,009,01,59,59, , ,  , 
 9,2014,06,2,33,33,050,10,1,010,01,56,56, , ,  , 
 9,2014,06,2,33,33,050,10,1,010,03,70,70, , ,  , 
 9,2014,06,1,12,03,109,01,1,001,01,24,  ,2, ,  , 
 9,2014,06,1,12,03,109,02,1,002,01,70,70, , ,  , 
 9,2014,06,1,12,03,109,02,1,002,02,18,  ,2, ,  , 
 9,2014,06,1,12,03,109,02,1,002,03,48,48, , ,  , 
 9,2014,06,1,12,03,109,02,1,002,06,48,48, , ,  , 
 9,2014,06,1,12,03,109,03,1,003,01,70,50, , ,  , 
 9,2014,06,1,12,03,109,04,1,004,01,60,00,2, ,  , 
 9,2014,06,1,12,03,109,04,1,004,03,48,48, , ,  , 
 9,2014,06,1,12,03,109,05,1,005,01,48,48, , ,  , 
 9,2014,06,1,12,03,109,06,1,006,01,48,00,2, ,  , 
 9,2014,06,1,12,03,109,07,1,007,01,48,00, , ,  , 
 9,2014,06,1,12,03,109,08,1,008,01,44,44, , ,  , 
 9,2014,06,1,12,03,109,09,1,009,01,40,40, , ,  , 
 9,2014,06,1,12,03,109,09,1,009,02,50,00,2, ,  , 
 9,2014,06,1,12,06,110,01,1,011,02,48,50, , ,  , 
 9,2014,06,1,12,06,110,01,1,011,03,48,55, , ,  , 
 9,2014,06,1,12,06,110,02,1,012,01,48,53, , ,  , 
 9,2014,06,1,12,06,110,03,1,013,01,60,48, , ,  , 
 9,2014,06,1,12,06,110,04,1,014,01,48,50, , ,  , 
 9,2014,06,1,12,06,110,06,1,016,01,48,48, , ,  , 
 9,2014,06,1,12,06,110,06,1,016,03,40,40, , ,  , 
 9,2014,06,1,12,06,110,06,1,016,04,20,  ,2, ,  , 
 9,2014,06,1,12,06,110,07,1,017,01,60,56, , ,  , 
 9,2014,06,1,12,06,110,08,1,018,01,50,70, , ,  , 
 9,2014,06,1,12,06,110,08,1,018,02,38,40, , ,  , 
 9,2014,06,1,12,06,110,08,1,018,03,40,48, , ,  , 
 9,2014,06,2,12,06,111,01,1,021,01,50,40, , ,  , 
 9,2014,06,2,12,06,111,01,1,021,03,48,50, , ,  , 
 9,2014,06,2,12,06,111,02,1,022,01,20,  ,1,1,15,1
 9,2014,06,2,12,06,111,02,1,022,02,40,48, , ,  , 
 9,2014,06,2,12,06,111,03,1,023,01,40,48, , ,  , 
 9,2014,06,2,12,06,111,03,1,023,02,40,40, , ,  , 
 9,2014,06,2,12,06,111,07,1,027,02,42,42, , ,  , 
 9,2014,06,2,12,06,111,07,1,027,03,40,50, , ,  , 
 9,2014,06,2,12,06,111,08,1,028,01,50,40, , ,  , 
 9,2014,06,2,12,06,111,09,1,029,01,40,40, , ,  , 
 9,2014,06,2,12,06,111,09,1,029,02,40,40, , ,  , 
 9,2014,06,2,12,06,111,09,1,029,05,50,58, , ,  , 
 9,2014,06,2,12,06,112,02,1,032,01,48,50, , ,  , 
 9,2014,06,2,12,06,112,03,1,033,01,40,45, , ,  , 
 9,2014,06,2,12,06,112,04,1,034,03,40,40, , ,  , 
 9,2014,06,2,12,06,112,06,1,036,01,60,70, , ,  , 
 9,2014,06,2,12,06,112,07,1,037,01,35,35, , ,  , 
 9,2014,06,2,12,06,112,10,1,040,01,40,40, , ,  , 
 9,2014,06,2,12,09,113,02,1,042,03,48,48, , ,  , 
 9,2014,06,2,12,09,113,03,1,043,01,50,50, , ,  , 
 9,2014,06,2,12,09,113,03,1,043,03,48,48, , ,  , 
 9,2014,06,2,12,09,113,03,1,043,04,40,40, , ,  , 
 9,2014,06,2,12,09,113,07,1,047,01,56,56, , ,  , 
 9,2014,06,2,12,09,113,07,1,047,02,50,50, , ,  , 
 9,2014,06,2,12,09,113,08,1,048,01,36,36, , ,  , 
 9,2014,06,2,12,09,113,08,1,048,04,45,09, , ,  , 
 9,2014,06,2,12,09,113,10,1,050,01,40,40, , ,  , 
 9,2014,06,2,12,12,114,02,1,052,01,40,40, , ,  , 
 9,2014,06,2,12,12,114,02,1,052,02,40,40, , ,  , 
 9,2014,06,2,12,12,114,02,1,052,03,48,48, , ,  , 
 9,2014,06,2,12,12,114,03,1,053,01,60,60, , ,  , 
 9,2014,06,2,12,12,114,04,1,054,01,40,40, , ,  , 
 9,2014,06,2,12,12,114,04,1,054,02,40,40, , ,  , 
 9,2014,06,2,12,12,114,05,1,055,01,48,48, , ,  , 
 9,2014,06,2,12,12,114,05,1,055,02,35,35, , ,  , 
 9,2014,06,2,12,12,114,05,1,055,04,48,48, , ,  , 
 9,2014,06,2,12,12,114,08,1,058,01,40,40, , ,  , 
 9,2014,06,2,12,12,114,09,1,059,03,48,48, , ,  , 
 9,2014,06,2,12,12,115,01,1,061,01,40,40, , ,  , 
 9,2014,06,2,12,12,115,02,1,062,01,40,40, , ,  , 
 9,2014,06,2,12,12,115,02,1,062,03,48,48, , ,  , 
 9,2014,06,2,12,12,115,03,1,063,01,48,48, , ,  , 
 9,2014,06,2,12,12,115,04,1,064,01,40,40, , ,  , 
 9,2014,06,2,12,12,115,04,1,064,02,40,40, , ,  , 
 9,2014,06,2,12,12,115,05,1,065,01,48,40, , ,  , 
 9,2014,06,2,12,12,115,06,1,066,01,60,60, , ,  , 
 9,2014,06,2,12,12,115,06,1,066,02,44,44, , ,  , 
 9,2014,06,2,12,12,115,07,1,067,03,40,40, , ,  , 
 9,2014,06,2,12,12,115,07,1,067,04,35,35, , ,  , 
 9,2014,06,2,12,12,115,08,1,068,01,35,35, , ,  , 
 9,2014,06,2,12,12,115,08,1,068,02,35,35, , ,  , 
 9,2014,06,2,12,12,115,08,1,068,05,48,48, , ,  , 
 9,2014,06,2,12,12,115,08,1,068,06,35,35, , ,  , 
 9,2014,06,2,12,12,115,09,1,069,02,48,48, , ,  , 
 9,2014,06,2,12,12,115,10,1,070,01,40,35, , ,  , 
 9,2014,06,2,12,15,116,01,1,071,01,40,40, , ,  , 
 9,2014,06,2,12,15,116,01,1,071,02,40,40, , ,  , 
 9,2014,06,2,12,15,116,02,1,072,01,48,48, , ,  , 
 9,2014,06,2,12,15,116,06,1,076,01,60,60, , ,  , 
 9,2014,06,2,12,15,116,08,1,078,02,40,40, , ,  , 
 9,2014,06,2,12,15,116,09,1,079,01,70,70, , ,  , 
 9,2014,06,2,12,15,116,10,1,080,01,60,60, , ,  , 
 9,2014,06,2,12,15,117,03,1,083,01,40,40, , ,  , 
 9,2014,06,2,12,15,117,03,1,083,03,60,60, , ,  , 
 9,2014,06,2,12,15,117,05,1,085,01,60,60, , ,  , 
 9,2014,06,2,12,15,117,07,1,087,01,97,97, , ,  , 
 9,2014,06,2,12,18,118,03,1,093,01,40,40, , ,  , 
 9,2014,06,2,12,18,118,03,1,093,04,40,40, , ,  , 
 9,2014,06,2,12,18,118,04,1,094,01,45,45, , ,  , 
 9,2014,06,2,12,18,118,05,1,095,01,35,35, , ,  , 
 9,2014,06,2,12,18,118,05,1,095,02,40,40, , ,  , 
 9,2014,06,2,12,18,118,06,1,096,02,45,45, , ,  , 
 9,2014,06,2,12,18,118,06,1,096,03,50,50, , ,  , 
 9,2014,06,2,12,18,118,07,1,097,01,35,35, , ,  , 
 9,2014,06,2,12,18,118,07,1,097,02,35,35, , ,  , 
 9,2014,06,2,12,18,118,07,1,097,04,45,45, , ,  , 
 9,2014,06,2,12,18,118,08,1,098,01,60,60, , ,  , 
 9,2014,06,2,12,18,118,08,1,098,02,35,35, , ,  , 
 9,2014,06,2,12,18,118,10,1,100,01,42,42, , ,  , 
 9,2014,06,2,12,18,118,10,1,100,02,54,54, , ,  , 
 9,2014,06,2,12,18,118,10,1,100,03,65,65, , ,  , 
 9,2014,06,2,12,21,119,01,1,101,03,42,42, , ,  , 
 9,2014,06,2,12,21,119,01,1,101,05,48,40, , ,  , 
 9,2014,06,2,12,21,119,02,1,102,01,30,  ,2, ,  , 
 9,2014,06,2,12,21,119,04,1,104,01,45,45, , ,  , 
 9,2014,06,2,12,21,119,06,1,106,01,42,35, , ,  , 
 9,2014,06,2,12,21,119,06,1,106,02,42,42, , ,  , 
 9,2014,06,2,12,21,119,07,1,107,01,48,48, , ,  , 
 9,2014,06,2,12,21,119,07,1,107,02,25,  ,2, ,  , 
 9,2014,06,2,12,21,119,08,1,108,01,52,52, , ,  , 
 9,2014,06,2,12,21,119,09,1,109,01,48,40, , ,  , 
 9,2014,06,2,12,21,119,09,1,109,02,42,42, , ,  , 
 9,2014,06,2,12,21,119,09,1,109,03,42,42, , ,  , 
 9,2014,06,2,12,21,120,03,1,113,01,48,48, , ,  , 
 9,2014,06,2,12,21,120,05,1,115,01,52,52, , ,  , 
 9,2014,06,2,12,21,120,06,1,116,01,48,48, , ,  , 
 9,2014,06,2,12,21,120,07,1,117,01,60,55, , ,  , 
 9,2014,06,2,12,21,120,07,1,117,03,48,48, , ,  , 
 9,2014,06,2,12,21,120,08,1,118,01,52,48, , ,  , 
 9,2014,06,2,12,21,120,08,1,118,02,48,48, , ,  , 
 9,2014,06,2,12,21,120,10,1,120,02,48,48, , ,  , 
 9,2014,06,2,12,21,120,10,1,120,03,48,48, , ,  , 
 9,2014,06,2,12,24,121,02,1,122,01,52,52, , ,  , 
 9,2014,06,2,12,24,121,03,1,123,01,48,48, , ,  , 
 9,2014,06,2,12,24,121,04,1,124,01,48,48, , ,  , 
 9,2014,06,2,12,24,121,05,1,125,01,44,44, , ,  , 
 9,2014,06,2,12,24,121,05,1,125,02,50,50, , ,  , 
 9,2014,06,2,12,24,121,06,1,126,02,48,48, , ,  , 
 9,2014,06,2,12,24,121,06,1,126,03,49,49, , ,  , 
 9,2014,06,2,12,24,121,07,1,127,01,54,54, , ,  , 
 9,2014,06,2,12,24,121,10,1,130,01,48,48, , ,  , 
 9,2014,06,2,12,24,122,01,1,131,01,48,48, , ,  , 
 9,2014,06,2,12,24,122,01,1,131,03,48,48, , ,  , 
 9,2014,06,2,12,24,122,02,1,132,01,48,56, , ,  , 
 9,2014,06,2,12,24,122,02,1,132,02,40,40, , ,  , 
 9,2014,06,2,12,24,122,03,1,133,01,50,00, , ,  , 
 9,2014,06,2,12,24,122,06,1,136,02,52,52, , ,  , 
 9,2014,06,2,12,24,122,07,1,137,01,48,48, , ,  , 
 9,2014,06,2,12,24,122,08,1,138,01,40,40, , ,  , 
 9,2014,06,2,12,24,122,09,1,139,01,48,40, , ,  , 
 9,2014,06,2,12,24,122,10,1,140,03,72,72, , ,  , 
 9,2014,06,2,12,24,122,10,1,140,04,35,35, , ,  , 
 9,2014,06,2,12,27,123,01,1,141,01,49,49, , ,  , 
 9,2014,06,2,12,27,123,02,1,142,02,32,  ,1,1,10,2
 9,2014,06,2,12,27,123,02,1,142,07,54,48, , ,  , 
 9,2014,06,2,12,27,123,03,1,143,01,18,  ,1,2,15,1
 9,2014,06,2,12,27,123,05,1,145,03,08,  ,1,4,48,1
 9,2014,06,2,12,27,123,05,1,145,05,12,  ,1,4,45,1
 9,2014,06,2,12,27,123,06,1,146,02,40,40, , ,  , 
 9,2014,06,2,12,27,123,07,1,147,01,42,36, , ,  , 
 9,2014,06,2,12,27,123,08,1,148,04,40,40, , ,  , 
 9,2014,06,2,12,30,124,01,1,151,01,38,38, , ,  , 
 9,2014,06,2,12,30,124,01,1,151,02,38,38, , ,  , 
 9,2014,06,2,12,30,124,01,1,151,03,40,40, , ,  , 
 9,2014,06,2,12,30,124,03,1,153,02,56,56, , ,  , 
 9,2014,06,2,12,30,124,03,1,153,03,40,40, , ,  , 
 9,2014,06,2,12,30,124,04,1,154,01,80,80, , ,  , 
 9,2014,06,2,12,30,124,05,1,155,01,56,56, , ,  , 
 9,2014,06,2,12,30,124,05,1,155,04,40,40, , ,  , 
 9,2014,06,2,12,30,124,06,1,156,02,60,60, , ,  , 
 9,2014,06,2,12,30,124,06,1,156,04,40,40, , ,  , 
 9,2014,06,2,12,30,124,08,1,158,03,84,84, , ,  , 
 9,2014,06,2,12,30,124,08,1,158,04,84,84, , ,  , 
 9,2014,06,2,12,30,124,09,1,159,01,35,35, , ,  , 
 9,2014,06,2,12,30,124,10,1,160,01,84,84, , ,  , 
 9,2014,06,2,12,30,125,01,1,161,02,65,65, , ,  , 
 9,2014,06,2,12,30,125,01,1,161,03,45,45, , ,  , 
 9,2014,06,2,12,30,125,02,1,162,01,48,48, , ,  , 
 9,2014,06,2,12,30,125,02,1,162,02,48,48, , ,  , 
 9,2014,06,2,12,30,125,03,1,163,01,48,48, , ,  , 
 9,2014,06,2,12,30,125,03,1,163,02,36,36, , ,  , 
 9,2014,06,2,12,30,125,05,1,165,01,36,36, , ,  , 
 9,2014,06,2,12,30,125,06,1,166,01,70,70, , ,  , 
 9,2014,06,2,12,30,125,06,1,166,03,66,66, , ,  , 
 9,2014,06,2,12,30,125,07,1,167,01,56,56, , ,  , 
 9,2014,06,2,12,30,125,07,1,167,02,36,36, , ,  , 
 9,2014,06,2,12,30,125,07,1,167,03,60,60, , ,  , 
 9,2014,06,2,12,30,125,07,1,167,04,60,60, , ,  , 
 9,2014,06,2,12,30,125,08,1,168,01,84,84, , ,  , 
 9,2014,06,2,12,30,125,09,1,169,01,56,56, , ,  , 
 9,2014,06,2,12,30,125,09,1,169,02,54,54, , ,  , 
 9,2014,06,2,12,30,125,10,1,170,01,36,36, , ,  , 
 9,2014,06,2,12,30,125,10,1,170,02,36,36, , ,  , 
 9,2014,06,2,12,30,125,10,1,170,03,72,72, , ,  , 
 9,2014,06,2,12,33,126,02,1,172,02,40,20, , ,  , 
 9,2014,06,2,12,33,126,03,1,173,01,45,40, , ,  , 
 9,2014,06,2,12,33,126,04,1,174,01,48,48, , ,  , 
 9,2014,06,2,12,33,126,04,1,174,02,40,40, , ,  , 
 9,2014,06,2,12,33,126,06,1,176,03,40,40, , ,  , 
 9,2014,06,2,12,33,126,10,1,180,01,48,48, , ,  , 
 9,2014,06,2,12,33,127,01,1,181,03,40,40, , ,  , 
 9,2014,06,2,12,33,127,02,1,182,01,44,44, , ,  , 
 9,2014,06,2,12,33,127,02,1,182,02,44,44, , ,  , 
 9,2014,06,2,12,33,127,07,1,187,04,48,16, , ,  , 
 9,2014,06,2,12,33,127,08,1,188,01,40,40, , ,  , 
 9,2014,06,2,12,33,127,09,1,189,03,48,40, , ,  , 
 9,2014,06,2,12,36,128,08,1,191,01,44,44, , ,  , 
 9,2014,06,2,12,36,128,08,1,191,02,44,44, , ,  , 
 9,2014,06,2,12,36,128,02,1,192,02,42,42, , ,  , 
 9,2014,06,2,12,36,128,02,1,192,03,40,40, , ,  , 
 9,2014,06,2,12,36,128,04,1,194,01,66,66, , ,  , 
 9,2014,06,2,12,36,128,05,1,195,01,40,40, , ,  , 
 9,2014,06,2,12,36,128,05,1,195,02,70,70, , ,  , 
 9,2014,06,2,12,36,128,05,1,195,03,40,40, , ,  , 
 9,2014,06,2,12,36,128,06,1,196,01,40,40, , ,  , 
 9,2014,06,2,12,36,128,07,1,197,01,48,48, , ,  , 
 9,2014,06,2,12,36,128,07,1,197,02,48,48, , ,  , 
 9,2014,06,2,12,36,128,08,1,198,02,40,40, , ,  , 
 9,2014,06,2,12,36,128,09,1,199,01,84,84, , ,  , 
 9,2014,06,2,12,36,128,09,1,199,03,36,36, , ,  , 
 9,2014,06,2,12,36,128,09,1,199,04,44,44, , ,  , 
 9,2014,06,2,12,36,128,10,1,200,01,84,84, , ,  , 
 9,2014,06,2,12,36,128,10,1,200,02,44,52, , ,  , 
 9,2014,06,2,12,39,129,07,1,207,02,70,70, , ,  , 
 9,2014,06,2,12,39,129,07,1,207,03,70,70, , ,  , 
 9,2014,06,2,12,39,129,08,1,208,01,60,60, , ,  , 
 9,2014,06,2,12,39,129,09,1,209,01,36,36, , ,  , 
 9,2014,06,2,12,39,129,09,1,209,02,21,  ,2, ,  , 
 9,2014,06,2,12,39,129,10,1,210,01,54,54, , ,  , 
 9,2014,06,2,12,39,129,03,1,203,04,45,45, , ,  , 
 9,2014,06,2,12,39,130,01,1,211,01,70,70, , ,  , 
 9,2014,06,2,12,39,130,03,1,213,01,55,55, , ,  , 
 9,2014,06,2,12,39,130,04,1,214,01,35,35, , ,  , 
 9,2014,06,2,12,39,130,04,1,214,04,35,35, , ,  , 
 9,2014,06,2,12,39,130,05,1,215,01,48,32, , ,  , 
 9,2014,06,2,12,39,130,06,1,216,02,60,60, , ,  , 
 9,2014,06,2,12,39,130,07,1,217,01,72,72, , ,  , 
 9,2014,06,2,12,39,130,07,1,217,02,35,35, , ,  , 
 9,2014,06,2,12,39,130,08,1,218,01,75,75, , ,  , 
 9,2014,06,2,12,39,130,09,1,219,01,48,48, , ,  , 
 9,2014,06,2,12,39,130,09,1,219,02,42,42, , ,  , 
 9,2014,06,2,31,06,055,02,1,002,01,48,32, , ,  , 
 9,2014,06,2,31,06,055,02,1,002,05,48,24, , ,  , 
 9,2014,06,2,31,06,055,02,1,002,08,40,40, , ,  , 
 9,2014,06,2,31,06,055,02,1,002,09,48,40, , ,  , 
 9,2014,06,2,31,06,055,03,1,003,02,40,40, , ,  , 
 9,2014,06,2,31,06,055,04,1,004,02,40,40, , ,  , 
 9,2014,06,2,31,06,055,05,1,005,02,40,40, , ,  , 
 9,2014,06,2,31,06,055,06,1,006,01,40,40, , ,  , 
 9,2014,06,2,31,06,055,07,1,007,01,40,16, , ,  , 
 9,2014,06,2,31,06,055,07,1,007,03,40,24, , ,  , 
 9,2014,06,2,31,06,055,08,1,008,01,48,40, , ,  , 
 9,2014,06,2,31,06,055,10,1,010,01,40,32, , ,  , 
 9,2014,06,2,31,09,056,03,1,013,01,40,40, , ,  , 
 9,2014,06,2,31,09,056,04,1,014,01,40,40, , ,  , 
 9,2014,06,2,31,09,056,04,1,014,02,60,60, , ,  , 
 9,2014,06,2,31,09,056,05,1,015,01,40,40, , ,  , 
 9,2014,06,2,31,09,056,06,1,016,01,40,40, , ,  , 
 9,2014,06,2,31,09,056,06,1,016,04,72,72, , ,  , 
 9,2014,06,2,31,09,056,09,1,019,01,40,40, , ,  , 
 9,2014,06,2,31,09,056,10,1,020,01,40,40, , ,  , 
 9,2014,06,2,31,09,056,10,1,020,02,40,40, , ,  , 
 9,2014,06,2,31,12,057,02,1,022,03,60,25, , ,  , 
 9,2014,06,2,31,12,057,03,1,023,01,30,  ,2, ,  , 
 9,2014,06,2,31,12,057,04,1,024,03,20,  ,2, ,  , 
 9,2014,06,2,31,12,057,05,1,025,01,70,70, , ,  , 
 9,2014,06,2,31,12,057,07,1,027,01,60,60, , ,  , 
 9,2014,06,2,31,12,057,10,1,030,02,20,  ,1,2,20,1
 9,2014,06,2,31,12,057,06,1,026,01,66,22, , ,  , 
 9,2014,06,2,31,12,057,06,1,026,02,66,22, , ,  , 
 9,2014,06,2,31,18,058,01,1,031,01,20,  ,2, ,  , 
 9,2014,06,2,31,18,058,01,1,031,02,30,  ,2, ,  , 
 9,2014,06,2,31,18,058,02,1,032,01,35,35, , ,  , 
 9,2014,06,2,31,18,058,02,1,032,03,20,  ,2, ,  , 
 9,2014,06,2,31,18,058,04,1,034,01,30,  ,2, ,  , 
 9,2014,06,2,31,18,058,04,1,034,02,20,  ,2, ,  , 
 9,2014,06,2,31,18,058,05,1,035,01,40,40, , ,  , 
 9,2014,06,2,31,18,058,05,1,035,02,25,  ,2, ,  , 
 9,2014,06,2,31,18,058,06,1,036,01,35,35, , ,  , 
 9,2014,06,2,31,18,058,06,1,036,02,45,45, , ,  , 
 9,2014,06,2,31,18,058,07,1,037,01,45,45, , ,  , 
 9,2014,06,2,31,18,058,07,1,037,02,20,  ,2, ,  , 
 9,2014,06,2,31,18,058,08,1,038,01,40,40, , ,  , 
 9,2014,06,2,31,18,058,08,1,038,02,20,  ,2, ,  , 
 9,2014,06,2,31,18,058,10,1,040,02,35,35, , ,  , 
 9,2014,06,2,31,24,059,01,1,041,02,32,  ,2, ,  , 
 9,2014,06,2,31,24,059,02,1,042,03,48,48, , ,  , 
 9,2014,06,2,31,24,059,02,1,042,04,48,48, , ,  , 
 9,2014,06,2,31,24,059,03,1,043,01,50,50, , ,  , 
 9,2014,06,2,31,24,059,04,1,044,01,56,56, , ,  , 
 9,2014,06,2,31,24,059,04,1,044,02,08,  ,2, ,  , 
 9,2014,06,2,31,24,059,05,1,045,03,35,35, , ,  , 
 9,2014,06,2,31,24,059,06,1,046,01,64,64, , ,  , 
 9,2014,06,2,31,24,059,07,1,047,01,32,  ,2, ,  , 
 9,2014,06,2,31,24,059,08,1,048,01,32,  ,2, ,  , 
 9,2014,06,2,31,24,059,08,1,048,02,20,  ,2, ,  , 
 9,2014,06,2,31,24,059,09,1,049,01,30,  ,2, ,  , 
 9,2014,06,2,31,24,059,10,1,050,01,72,72, , ,  , 
 9,2014,06,2,31,24,059,10,1,050,02,42,42, , ,  , 
 9,2014,06,2,31,30,060,01,1,051,02,30,  ,2, ,  , 
 9,2014,06,2,31,30,060,02,1,052,01,35,30,2, ,  , 
 9,2014,06,2,31,30,060,02,1,052,03,40,40, , ,  , 
 9,2014,06,2,31,30,060,03,1,053,01,56,40, , ,  , 
 9,2014,06,2,31,30,060,03,1,053,02,35,30,2, ,  , 
 9,2014,06,2,31,30,060,04,1,054,01,70,70, , ,  , 
 9,2014,06,2,31,30,060,04,1,054,02,40,40, , ,  , 
 9,2014,06,2,31,30,060,09,1,059,01,36,40, , ,  , 
 9,2014,06,2,31,30,060,10,1,060,01,42,35, , ,  , 
 9,2014,06,2,31,30,060,06,1,056,01,40,40, , ,  , 
 9,2014,06,2,31,33,061,01,1,061,01,20,  ,1,1,20,1
 9,2014,06,2,31,33,061,02,1,062,01,72,60, , ,  , 
 9,2014,06,2,31,33,061,02,1,062,02,48,38, , ,  , 
 9,2014,06,2,31,33,061,03,1,063,03,40,40, , ,  , 
 9,2014,06,2,31,33,061,04,1,064,01,15,  ,1,1,25,1
 9,2014,06,2,31,33,061,04,1,064,02,48,00, , ,  , 
 9,2014,06,2,31,33,061,05,1,065,01,60,75, , ,  , 
 9,2014,06,2,31,33,061,05,1,065,03,60,68, , ,  , 
 9,2014,06,2,31,33,061,06,1,066,01,70,70, , ,  , 
 9,2014,06,2,31,33,061,07,1,067,02,28,  ,2, ,  , 
 9,2014,06,2,31,33,061,07,1,067,03,70,56, , ,  , 
 9,2014,06,2,31,33,061,08,1,068,01,72,12, , ,  , 
 9,2014,06,2,31,33,061,08,1,068,03,53,27, , ,  , 
 9,2014,06,2,31,33,061,08,2,069,01,48,24, , ,  , 
 9,2014,06,2,31,33,061,08,3,070,01,56,56, , ,  , 
 9,2014,06,2,31,33,061,08,3,070,02,40,32, , ,  , 
 9,2014,06,2,31,33,061,09,1,071,01,24,  ,1,1,56,1
 9,2014,06,2,31,33,061,09,1,071,02,16,  ,1,1,12,1
 9,2014,06,2,31,33,061,09,1,071,03,68,00,1,1,00,1
 9,2014,06,2,31,33,061,09,1,071,04,48,48, , ,  , 
 9,2014,06,2,31,33,061,09,1,071,07,16,  ,1,1,12,1
 9,2014,06,2,31,33,061,10,1,072,01,56,96, , ,  , 
 9,2014,06,2,31,33,061,10,1,072,03,48,48, , ,  , 
 9,2014,06,2,31,06,062,01,1,073,01,60,60, , ,  , 
 9,2014,06,2,31,06,062,02,1,074,02,54,54, , ,  , 
 9,2014,06,2,31,06,062,02,1,074,03,54,54, , ,  , 
 9,2014,06,2,31,06,062,03,1,075,01,48,48, , ,  , 
 9,2014,06,2,31,06,062,03,1,075,02,54,54, , ,  , 
 9,2014,06,2,31,06,062,03,1,075,03,56,00, , ,  , 
 9,2014,06,2,31,06,062,06,1,078,01,48,48, , ,  , 
 9,2014,06,2,31,06,062,07,1,079,01,52,00, , ,  , 
 9,2014,06,2,31,06,062,07,1,079,02,72,72, , ,  , 
 9,2014,06,2,31,06,062,08,1,080,01,48,48, , ,  , 
 9,2014,06,2,31,06,062,08,1,080,02,48,48, , ,  , 
 9,2014,06,2,31,06,062,10,1,082,01,72,72, , ,  , 
 9,2014,06,2,31,06,062,10,1,082,02,48,48, , ,  , 
 9,2014,06,2,31,06,062,10,1,082,03,40,40, , ,  , 
 9,2014,06,2,31,06,062,10,1,082,05,60,60, , ,  , 
 9,2014,06,2,31,39,063,01,1,083,01,40,40, , ,  , 
 9,2014,06,2,31,39,063,01,1,083,04,40,40, , ,  , 
 9,2014,06,2,31,39,063,02,1,084,01,45,45, , ,  , 
 9,2014,06,2,31,39,063,03,1,085,01,45,45, , ,  , 
 9,2014,06,2,31,39,063,04,1,086,01,45,45, , ,  , 
 9,2014,06,2,31,39,063,05,1,087,01,40,40, , ,  , 
 9,2014,06,2,31,39,063,05,1,087,04,40,40, , ,  , 
 9,2014,06,2,31,39,063,05,1,087,06,40,40, , ,  , 
 9,2014,06,2,31,39,063,06,1,088,04,50,50, , ,  , 
 9,2014,06,2,31,39,063,07,1,089,01,40,40, , ,  , 
 9,2014,06,2,31,39,063,07,1,089,02,15,  ,2, ,  , 
 9,2014,06,2,31,39,063,08,1,090,01,40,40, , ,  , 
 9,2014,06,2,31,39,063,10,1,092,03,40,40, , ,  , 
 9,2014,06,2,31,45,064,01,1,093,01,67,49, , ,  , 
 9,2014,06,2,31,45,064,01,1,093,02,24,  ,2, ,  , 
 9,2014,06,2,31,45,064,02,1,094,01,54,54, , ,  , 
 9,2014,06,2,31,45,064,02,1,094,03,54,36, , ,  , 
 9,2014,06,2,31,45,064,02,1,094,05,54,54, , ,  , 
 9,2014,06,2,31,45,064,03,1,095,01,54,54, , ,  , 
