REC_TYPE,YEAR,MONTH,SECTOR,DISTRICT,CENSUS_BLOCK_NO,HOUSEHOLD_SAMPLE_NO,HOUSEHOLD_NO,HOUSEHOLD_SERIAL_NO,Q7_PERSON_SERIAL_NO,Q7_MAIN_ECONAMIC_ACTIVITY,Q8_MAIN_ACTIVITY_PLACE,Q9_STATUS_OF_OCCUPATION,Q10_TYPE_OF_OCCUPATION,Q11_PENSION_CONTRIBUTION,Q12_ENTITILED_PAID_LEAVE,Q13_WORK_SECTOR
04,2006,01,2,12,005,10,1,050,02,4121,2520,1,3,1,2,3
04,2006,01,2,12,006,01,1,051,01,5169,7511,1,1,1,1,2
04,2006,01,2,12,006,02,1,052,02,9341,9233,1,3,2,2,1
04,2006,01,2,12,006,02,1,052,04,2411,3699,1,1,1,1,3
04,2006,01,2,12,006,04,1,054,01,3232,8511,1,1,1,1,1
04,2006,01,2,12,006,06,1,056,03,6113,1551,1,1,1,1,3
04,2006,01,2,12,006,06,1,056,05,7122,4521,1,4, , , 
04,2006,01,2,12,006,06,1,056,06,7136,4521,1,1,1,1,3
04,2006,01,2,12,006,07,1,057,01,7342,2222,1,1,1,1,1
04,2006,01,2,12,006,07,1,057,02,2359,8021,1,1,1,1,1
04,2006,01,2,12,006,08,1,058,01,3412,6601,1,2,2,2,3
04,2006,01,2,12,006,09,1,059,01,8322,6024,1,3,2,2,3
04,2006,01,2,12,006,09,1,059,04,8324,3699,1,1,1,1,3
04,2006,01,2,12,006,10,1,060,02,3132,6307,1,1,1,1,3
04,2006,01,2,12,006,10,1,060,03,3419,6519,1,1,1,1,3
04,2006,01,2,12,007,01,1,061,01,6111,0231,3, , , , 
04,2006,01,2,12,007,01,1,061,03,1313,4521,2, , , , 
04,2006,01,2,12,007,01,1,061,04,2421,6601,1,1,1,1,3
04,2006,01,2,12,007,02,1,062,02,1312,1541,2, , , , 
04,2006,01,2,12,007,02,1,062,03,5220,5211,3, , , , 
